H	NATURAL GAS PIPELINE COMPANY OF AMERICA LLC	C002096	4/2/2018	O	4/1/2018	T	T	Pam Ojeman 713-369-9332				
P	MQ	AMUE    /NGPL     FISK	95	900186	MARKET DELIVERY	687	0					
P	MQ	AMUE    /NGPL     LUTESVILLE	95	900184	MARKET DELIVERY	1683	0					
P	M2	WASKOM/NGPL HARRISON	95	903690	TEXOK RCPT & DELIVER	2370	0					
D	"VILLAGE OF BETHANY, ILLINOIS"	79145090	N	FTSG	146398-FTSGNGPL	12/1/2016	11/30/2019		Y	1200	0	n1
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC"	N										
P	MQ	BETHANY/NGPL  MOULTRIE	95	154	MARKET DELIVERY	1200	0					
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	1200	0					
D	"VILLAGE OF FINDLAY, ILLINOIS"	113822522	N	FTSG	146187-FTSGNGPL	12/1/2016	11/30/2019		N	750	0	n1
A	INTERSTATE MUNICIPAL GAS AGENCY	N										
P	MQ	FINDLAY/NGPL  MOULTRIE	95	900156	MARKET DELIVERY	750	0					
P	M2	KMTP/NGPL GOODRICH POLK	95	5579	TEXOK RCPT & DELIVER	750	0					
D	AMEREN ILLINOIS COMPANY	6936017	N	NSS	145295-NSSNGPL	11/1/2015	3/31/2019		N	0	750000	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	10000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	10000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	10000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	10000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	10000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	10000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	10000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	10000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	10000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	10000					
D	ANADARKO ENERGY SERVICES COMPANY	199116823	N	NSS	134408	4/1/2009	3/31/2019		N	0	3000000	x4/n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	40000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	40000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	40000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	40000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	40000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	40000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	40000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	40000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	40000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	40000					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	NSS	144960-NSSNGPL	7/1/2015	6/30/2018		N	0	3558225	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	47443					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	47443					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	47443					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	47443					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	47443					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	47443					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	47443					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	47443					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	NSS	146006-NSSNGPL	5/1/2016	4/30/2019		N	0	2000025	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	26667					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	26667					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	26667					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	26667					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	26667					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	26667					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	26667					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	26667					
D	BP ENERGY COMPANY	625275755	N	NSS	147912-NSSNGPL	4/1/2017	3/31/2019		N	0	2062500	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	27500					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	27500					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	27500					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	27500					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	27500					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	27500					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	27500					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	27500					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	27500					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	27500					
D	CASTLETON COMMODITIES MERCHANT TRADING L.P.	118638852	N	NSS	149359-NSSNGPL	4/1/2018	3/31/2021		N	0	5000100	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	66668					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	66668					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	66668					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	66668					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	66668					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	66668					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	66668					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	66668					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	66668					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	66668					
D	CASTLETON COMMODITIES MERCHANT TRADING L.P.	118638852	N	NSS	149402-NSSNGPL	4/1/2018	3/31/2022		N	0	1000050	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	13334					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	13334					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	13334					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	13334					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	13334					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	13334					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	13334					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	13334					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	13334					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	13334					
D	CASTLETON COMMODITIES MERCHANT TRADING L.P.	118638852	N	NSS	149621-NSS9NGPL	4/1/2018	3/31/2019		Y	0	3574950	x11/n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	47666					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	47666					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	47666					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	47666					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	47666					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	47666					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	47666					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	47666					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	47666					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	47666					
D	"CENTERPOINT ENERGY RES. CORP., D/B/A CENTERPOINT ENERGY MINN"	612012989	N	NSS	133414	5/1/2007	4/30/2019		Y	0	3545100	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	47268					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	47268					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	47268					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	47268					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	47268					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	47268					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	47268					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	47268					
D	"CENTERPOINT ENERGY RES. CORP., D/B/A CENTERPOINT ENERGY MINN"	612012989	N	NSS	133415	5/1/2007	4/30/2019		Y	0	3545100	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	47268					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	47268					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	47268					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	47268					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	47268					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	47268					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	47268					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	47268					
D	"CENTERPOINT ENERGY RES. CORP., D/B/A CENTERPOINT ENERGY MINN"	612012989	N	NSS	133416	5/1/2007	4/30/2019		Y	0	3545100	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	47268					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	47268					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	47268					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	47268					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	47268					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	47268					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	47268					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	47268					
D	"CENTERPOINT ENERGY RES. CORP., D/B/A CENTERPOINT ENERGY MINN"	612012989	N	NSS	133417	5/1/2007	4/30/2019		Y	0	2182350	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	29098					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	29098					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	29098					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	29098					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	29098					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	29098					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	29098					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	29098					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	29098					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	29098					
D	"CENTERPOINT ENERGY RES. CORP., D/B/A CENTERPOINT ENERGY MINN"	612012989	N	NSS	133418	5/1/2007	4/30/2019		Y	0	2182350	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	29098					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	29098					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	29098					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	29098					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	29098					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	29098					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	29098					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	29098					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	29098					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	29098					
D	"CENTERPOINT ENERGY RES. CORP., D/B/A CENTERPOINT ENERGY MINN"	612012989	N	NSS	135636	5/15/2008	4/30/2022		N	0	823950	x2/n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	10986					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	10986					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	10986					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	10986					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	10986					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	10986					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	10986					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	10986					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	10986					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	10986					
D	ELGIN ENERGY CENTER LLC	185949505	N	NSS	147503-NSSNGPL	4/1/2017	5/31/2021		Y	0	1125000	n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	15000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	15000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	15000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	15000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	15000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	15000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	15000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	15000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	15000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	15000					
D	GLENCORE LTD	194266870	N	NSS	134407	4/1/2009	3/31/2019		N	0	2625000	x3/n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	35000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	35000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	35000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	35000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	35000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	35000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	35000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	35000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	35000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	35000					
D	J. ARON & COMPANY LLC	6980312	N	NSS	149455-NSSNGPL	4/1/2018	3/31/2020		N	0	4000050	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	26667					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	26667					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	26667					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	26667					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	26667					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	26667					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	26667					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	26667					
D	LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP.	78314967	N	NSS	146437-NSSNGPL	12/1/2016	11/30/2019		N	0	101250	n1
A	"CENTERPOINT ENERGY SERVICES,  INC."	N										
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	337					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	337					
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	1013					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	1013					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	337					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	337					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	1013					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	1013					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	1013					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	1013					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	337					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	337					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	337					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	337					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	1013					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	1013					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	1013					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	1013					
D	MACQUARIE ENERGY LLC	798846036	N	NSS	141427	5/1/2012	6/30/2023		Y	0	1047150	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	13962					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	13962					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	13962					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	13962					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	13962					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	13962					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	13962					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	13962					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	13962					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	13962					
D	MACQUARIE ENERGY LLC	798846036	N	NSS	149418-NSSNGPL	4/1/2018	3/31/2021		N	0	5000025	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	66667					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	66667					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	66667					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	66667					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	66667					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	66667					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	66667					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	66667					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	66667					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	66667					
D	"MERCURIA ENERGY AMERICA, INC."	831749127	N	NSS	149463-NSSNGPL	4/1/2018	3/31/2021		N	0	10000050	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	133334					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	133334					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	133334					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	133334					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	133334					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	133334					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	133334					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	133334					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	133334					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	133334					
D	MORGAN STANLEY CAPITAL GROUP INC.	130198013	N	NSS	149467-NSSNGPL	4/1/2018	3/31/2021		N	0	10000050	n1
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	N										
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	133334					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	133334					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	133334					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	133334					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	133334					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	133334					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	133334					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	133334					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	133334					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	133334					
D	MUNICH RE TRADING LLC	833126936	N	NSS	149213-NSSNGPL	4/1/2018	3/31/2019		N	0	3000000	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	40000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	40000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	40000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	40000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	40000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	40000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	40000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	40000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	40000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	40000					
D	MUNICH RE TRADING LLC	833126936	N	NSS	149430-NSSNGPL	4/1/2018	3/31/2021		N	0	3000000	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	40000					
