H	"TENNESSEE GAS PIPELINE COMPANY, L.L.C."	C000020	4/2/2018	O	4/1/2018	T	T	Nara Houy 713-420-4430				
D	CONNECTICUT NATURAL GAS CORP.	1139294	N	FT-A	10781-FTATGP	6/1/1995	3/31/2020		N	13884	0	n1
P	MQ	CONN NG/TGP GREENWICH CT FAIRFIELD	95	420123	ZONE 6	3588	0					
P	MQ	CONN NG/TGP NORTH BLOOMFIELD CT HAR	95	420453	ZONE 6	1055	0					
P	MQ	CONN NG/TGP PUTNAM LAKE CT FAIRFIEL	95	420217	ZONE 6	9241	0					
P	M2	DOMINION/TGP ELLISBURG INJECTION PO	95	460012	ZONE 4	5115	0					
P	M2	NFG/TGP ROSE LAKE POTTER	95	420527	ZONE 4	8769	0					
D	CONNECTICUT NATURAL GAS CORP.	1139294	N	FT-A	331570-FTCTTGP	11/1/2017	10/31/2032		Y	35000	0	n1
A	EMERA ENERGY SERVICES INC.	N										
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	35000	0					
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	35000	0					
D	CONNECTICUT NATURAL GAS CORP.	1139294	N	FT-A	39176-FTATGP	12/1/2002	3/31/2020		N	802	0	n1
P	MQ	CONN NG/TGP PUTNAM LAKE CT FAIRFIEL	95	420217	ZONE 6	802	0					
P	M2	TRANSCAN/TGP UDP NIAGARA RIVER NIAG	95	410902	ZONE 5	802	0					
D	CONNECTICUT NATURAL GAS CORP.	1139294	N	FT-A	46099-FTATGP	4/1/2004	10/31/2020		N	5000	0	n1
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	5000	0					
P	M2	POOLING PT-100 LEG-ZN 0-SOUTH	95	405345	ZONE 0	5000	0					
D	CONNECTICUT NATURAL GAS CORP.	1139294	N	FT-A	60120-FTATGP	4/1/2006	3/31/2020		N	6000	0	n1
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	6000	0					
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	6000	0					
D	CONNECTICUT NATURAL GAS CORP.	1139294	N	FT-A	64027-FTATGP	11/1/2007	10/31/2027		Y	3600	0	n1
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	3600	0					
P	M2	POOLING PT-100 LEG-ZN 0-SOUTH	95	405345	ZONE 0	3600	0					
D	CONNECTICUT NATURAL GAS CORP.	1139294	N	FT-A	64028-FTATGP	11/1/2007	10/31/2027		Y	4400	0	n1
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	4400	0					
P	M2	POOLING PT-100 LEG-ZN 0-SOUTH	95	405345	ZONE 0	4400	0					
D	CONNECTICUT NATURAL GAS CORP.	1139294	N	FT-A	67381-FTATGP	6/1/2008	10/31/2022		N	6000	0	n1
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	6000	0					
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	6000	0					
D	CONNECTICUT NATURAL GAS CORP.	1139294	N	FT-A	90608-FTATGP	11/1/2011	4/15/2021		N	6866	0	n1
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	6866	0					
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	6866	0					
D	CONSOLIDATED EDISON CO OF NEW YORK INC	6982359	N	FT-A	351-FTATGP	9/1/1993	10/31/2022		N	6834	0	n1
P	MQ	CON ED/TGP PEARL RIVER NY ROCKLAND	95	420293	ZONE 5	6834	0					
P	M2	HONEOYE/TGP UDP HONEOYE NEW YORK ON	95	420526	ZONE 5	6834	0					
D	CONSOLIDATED EDISON CO OF NEW YORK INC	6982359	N	FT-A	2185-FTATGP	9/1/1993	10/31/2023		N	31212	0	n1
P	MQ	AGT/TGP MAHWAH NEW JERSEY BERGEN	95	420207	ZONE 5	9000	0					
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	655	0					
P	MQ	CON ED/TGP KNOLLWOOD NY WESTCHESTER	95	420477	ZONE 5	31212	0					
P	MQ	CON ED/TGP RYE NY WESTCHESTER	95	420344	ZONE 5	12240	0					
P	MQ	CON ED/TGP WHITE PLAINS NY WESTCHES	95	420093	ZONE 5	31212	0					
P	M2	ETP/TGP CARTHAGE GAS UNIT 13 PANOLA	95	420723	ZONE 0	10269	0					
P	MQ	HATBG GS/TGP PETAL MISS STG TRANS F	95	420702	ZONE 1	13733	0					
P	MQ	HONEOYE/TGP UDP HONEOYE NEW YORK ON	95	420526	ZONE 5	6834	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	8901	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	4832	0					
P	MQ	STORAGE - NORTHERN	95	460018	ZONE 4	31212	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	3277	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	3278	0					
D	CONSOLIDATED EDISON CO OF NEW YORK INC	6982359	N	FT-A	323455-FTATGP	4/1/2017	10/31/2023		N	25625	0	n1
A	BP ENERGY COMPANY	N										
P	MQ	CON ED/TGP RYE NY WESTCHESTER	95	420344	ZONE 5	25625	0					
P	M2	IROQUOIS/TGP SHELTON INTERCONNECT F	95	412180	ZONE 6	25625	0					
D	CONSOLIDATED EDISON CO OF NEW YORK INC	6982359	N	FT-A	31585-FTATGP	5/1/2000	10/31/2023		N	5035	0	n1
P	MQ	CON ED/TGP PEARL RIVER NY ROCKLAND	95	420293	ZONE 5	5035	0					
P	M2	TRANSCAN/TGP UDP NIAGARA RIVER NIAG	95	410902	ZONE 5	5035	0					
D	CONSOLIDATED EDISON CO OF NEW YORK INC	6982359	N	FT-A	32766-FTATGP	11/1/1999	10/31/2023		N	18727	0	n1
A	EMERA ENERGY SERVICES INC.	N										
P	MQ	AGT/TGP MAHWAH NEW JERSEY BERGEN	95	420207	ZONE 5	5400	0					
P	MQ	CON ED/TGP KNOLLWOOD NY WESTCHESTER	95	420477	ZONE 5	18727	0					
P	MQ	CON ED/TGP RYE NY WESTCHESTER	95	420344	ZONE 5	7344	0					
P	MQ	CON ED/TGP WHITE PLAINS NY WESTCHES	95	420093	ZONE 5	18727	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	18727	0					
D	CONSOLIDATED EDISON CO OF NEW YORK INC	6982359	N	FT-A	36656-FTATGP	4/3/2001	4/2/2022		N	10000	0	n1
P	MQ	COL GAS/TGP MILFORD PA BIG PIKE	95	420245	ZONE 4	10000	0					
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	10000	0					
D	CONSOLIDATED EDISON CO OF NEW YORK INC	6982359	N	FT-A	38105-FTATGP	11/1/2001	10/31/2023		N	12485	0	n1
A	EMERA ENERGY SERVICES INC.	N										
P	MQ	CON ED/TGP WHITE PLAINS NY WESTCHES	95	420093	ZONE 5	12485	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	12485	0					
D	"COOKEVILLE GAS DEPT, CITY OF"	957412570	N	FT-A	48883-FTATGP	11/1/2005	10/31/2025		N	3500	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	3500	0					
P	M2	ETP/TGP WHARTON COUNTY TRANSPORT EX	95	411911	ZONE 0	2250	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	1250	0					
D	"COOPERATIVE ENERGY, A MISSISSIPPI ELECTRIC COOPERATIVE"	8425	N	FT-A	324102-FTATGP	11/1/2016	10/31/2036		N	35000	0	n1
A	SOUTHCROSS ENERGY GP LLC	N										
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	35000	0					
P	MQ	SESH/TGP PETAL INTERCONNECT: RIP 53	95	421059	ZONE 1	35000	0					
D	CRESTWOOD GAS MARKETING LLC	193961146	N	FT-A	39122-FTA3TGP	2/12/2002	3/31/2023		Y	90000	0	n1
P	MQ	CON ED/TGP PEARL RIVER NY ROCKLAND	95	420293	ZONE 5	25000	0					
P	MQ	CON ED/TGP WHITE PLAINS NY WESTCHES	95	420093	ZONE 5	40000	0					
P	MQ	PSEG/TGP RAMSEY NJ BERGEN	95	420226	ZONE 5	25000	0					
P	M2	STAGEPS/TGP OWEGO STAGECOACH RECEIP	95	421046	ZONE 4	90000	0					
D	DELTA NATURAL GAS COMPANY INC	7779408	N	FT-A	2747-FTATGP	9/1/1993	10/31/2019		N	1400	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	98	0					
P	M2	DCP OPER/TGP TIJERINA DEHY JIM WELL	95	412356	ZONE 0	196	0					
P	MQ	DELTA NG/TGP NICHOLASVILLE KY GARRA	95	420248	ZONE 2	1400	0					
P	M2	DOMINION/TGP BROAD RUN CORNWELL KAN	95	420044	ZONE 3	157	0					
P	M2	ENTRPRSE/TGP SABINE RIVER TRANS NEW	95	412013	ZONE L	159	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	100	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	616	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	35	0					
P	M2	TRNSCO/TGP WHARTON COUNTY TIE  IN W	95	411929	ZONE 0	39	0					
D	"DIRECT ENERGY BUSINESS MARKETING, LLC"	78790103	N	FT-A	334854-FTATGP	4/1/2018	10/31/2018		N	58500	0	n1
P	MQ	POOLING PT - BROAD RUN SPUR -	95	420866	ZONE 3	58500	0					
P	M2	POOLING PT-100 LEG-ZN 0-NORTH	95	420826	ZONE 0	58500	0					
D	"DIRECT ENERGY BUSINESS MARKETING, LLC"	78790103	N	FT-A	335454-FTATGP	4/1/2018	10/31/2018		N	66000	0	n1
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	66000	0					
P	M2	POOLING PT - STA. 87 - ZONE 1	95	420828	ZONE 1	66000	0					
D	"DIRECT ENERGY BUSINESS MARKETING, LLC"	78790103	N	FT-A	63097-FTATGP	4/1/2007	10/31/2019		N	19000	0	n1
P	MQ	AGT/TGP MENDON MASS TIE OVER WORCHE	95	420285	ZONE 6	19000	0					
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	19000	0					
D	"DIRECT ENERGY BUSINESS MARKETING, LLC"	78790103	N	FT-A	64597-FTATGP	4/1/2008	3/31/2025		N	20800	0	n1
P	MQ	CONN NG/TGP GREENWICH CT FAIRFIELD	95	420123	ZONE 6	2350	0					
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	19600	0					
P	M2	ENTRPRSE/TGP KATY DEHY TRANS WALLER	95	411159	ZONE 0	1200	0					
P	MQ	YANK GAS/TGP LONG RIDGE CT FAIRFIEL	95	420434	ZONE 6	18450	0					
D	"DIRECT ENERGY BUSINESS MARKETING, LLC"	78790103	N	FT-A	64598-FTATGP	11/1/2007	3/31/2021		N	11000	0	n1
P	MQ	CON ED/TGP WHITE PLAINS NY WESTCHES	95	420093	ZONE 5	11000	0					
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	11000	0					
D	"DIRECT ENERGY BUSINESS MARKETING, LLC"	78790103	N	FT-A	67818-FTATGP	5/1/2008	3/31/2020		N	16134	0	n1
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	16134	0					
P	MQ	TRNSCO/TGP RIVERVALE NEW JERSEY BER	95	420101	ZONE 5	16134	0					
D	"DIRECT ENERGY BUSINESS MARKETING, LLC"	78790103	N	FT-A	98707-FTATGP	2/1/2012	3/31/2025		N	2500	0	n1
P	M2	IROQUOIS/TGP SHELTON INTERCONNECT F	95	412180	ZONE 6	2500	0					
P	MQ	TRNSCO/TGP RIVERVALE NEW JERSEY BER	95	420101	ZONE 5	2500	0					
D	"DIRECT ENERGY BUSINESS MARKETING, LLC"	78790103	N	FT-A	98708-FTATGP	2/1/2012	10/31/2020		N	1000	0	n1
P	MQ	AGT/TGP MAHWAH NEW JERSEY BERGEN	95	420207	ZONE 5	1000	0					
P	M2	IROQUOIS/TGP SHELTON INTERCONNECT F	95	412180	ZONE 6	1000	0					
D	"DOMINION ENERGY TRANSMISSION, INC."	116025180	N	FT-A	37423-FTATGP	11/1/2001	10/31/2021		N	20000	0	n1
P	M2	DOMINION/TGP BROAD RUN CORNWELL KAN	95	420044	ZONE 3	20000	0					
P	MQ	DOMINION/TGP BROOKVIEW NY RENSSELAE	95	420214	ZONE 5	20000	0					
D	"DTE ENERGY TRADING, INC."	179989231	N	FT-A	306901-FTATGP	11/1/2014	10/31/2019		N	10300	0	n1
P	M2	APPLACHA/TGP UDP LIBERTY DEHY: RIP	95	412850	ZONE 4	10300	0					
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	10300	0					
D	"DTE ENERGY TRADING, INC."	179989231	N	FT-A	334847-FTATGP	4/1/2018	10/31/2018		N	10000	0	n1
P	MQ	POOLING PT - BROAD RUN SPUR -	95	420866	ZONE 3	10000	0					
P	M2	POOLING PT-100 LEG-ZN 0-NORTH	95	420826	ZONE 0	10000	0					
D	"DTE ENERGY TRADING, INC."	179989231	N	FT-A	334848-FTATGP	4/1/2018	10/31/2018		N	53000	0	n1
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	53000	0					
P	M2	POOLING PT - STA. 87 - ZONE 1	95	420828	ZONE 1	53000	0					
D	"DUKE ENERGY KENTUCKY, INC"	6944672	N	FT-A	321247-FTATGP	11/1/2016	3/31/2019		N	23000	0	n1
A	"DUKE ENERGY OHIO, INC."	N										
A	"UNITED ENERGY TRADING, LLC"	N										
P	MQ	COL GAS/TGP NORTH MEANS KY MONTGOME	95	420049	ZONE 2	23000	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	23000	0					
D	"DUKE ENERGY OHIO, INC."	6999189	N	FT-A	321248-FTATGP	11/1/2016	3/31/2019		N	24000	0	n1
A	"UNITED ENERGY TRADING, LLC"	N										
P	MQ	COL GAS/TGP NORTH MEANS KY MONTGOME	95	420049	ZONE 2	24000	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	24000	0					
D	DYNEGY MARKETING AND TRADE LLC	137619136	N	FT-A	319743-FTATGP	11/1/2016	12/31/2022		N	11000	0	n1
P	M2	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	11000	0					
P	MQ	TET/TGP HANGING ROCK SCIOTO	95	421018	ZONE 4	11000	0					
D	"EDF TRADING NORTH AMERICA, LLC"	130385763	N	FT-A	333226-FTATGP	11/1/2017	12/31/2018		N	10000	0	n1
P	M2	POOLING PT-100 LEG-ZN 0-SOUTH	95	405345	ZONE 0	10000	0					
P	MQ	TRES PAL/TGP TRES PALACIOS STORAGE:	95	421055	ZONE 0	10000	0					
D	"EL PASO MARKETING COMPANY, L.L.C."	51776169	Y	FT-A	45631-FTATGP	4/1/2004	3/31/2019		N	95000	0	n1
P	M2	ETP/TGP GILMORE PLANT RESIDUE HIDAL	95	412458	ZONE 0	31800	0					
P	M2	ETP/TGP SUN PLANT DEHYDRATION STARR	95	410173	ZONE 0	12400	0					
P	MQ	GDR/TGP RIO BRAVO HIDALGO	95	421017	ZONE 0	95000	0					
P	M2	KMTEJAS/TGP BANQUETE TRANSPORT NUEC	95	412062	ZONE 0	19000	0					
P	M2	LOBO/TGP KING RANCH JIM WELLS	95	412400	ZONE 0	31800	0					
D	"ELEMENT MARKETS RENEWABLE NATURAL GAS, LLC"	79608633	N	FT-A	327109-FTATGP	11/1/2017	3/31/2020		N	903	0	n1
A	"ANAHAU ENERGY, L.L.C."	N										
P	M2	DOMINION/TGP BROAD RUN CORNWELL KAN	95	420044	ZONE 3	903	0					
P	MQ	MIDWSTRN/TGP MGT SMS SUMNER	95	420852	ZONE 1	903	0					
D	"ELIZABETH NATURAL GAS, INC."	5608732	N	FT-A	67694-FTALTGP	4/1/2008	10/31/2019		N	500	0	n1
P	MQ	ELIZ NG/TGP EVANGELINE SALES EVANGE	95	421042	ZONE L	500	0					
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	500	0					
D	ELK RIVER PUBLIC UTILITY DISTRICT	7839772	N	FT-A	108213-FTATGP	11/1/2015	10/31/2025		N	15508	0	n1
A	CH4 CONCEPTS LLC	N										
P	M2	C.W.ENER/TGP FLEUR PLAQUEMINES	95	412658	ZONE L	7090	0					
P	M2	DCP OPER/TGP TIJERINA DEHY JIM WELL	95	412356	ZONE 0	2139	0					
P	MQ	ETNG/TGP EAST LOBELVILLE TN PERRY	95	420042	ZONE 1	13464	0					
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	2044	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	2845	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	613	0					
P	M2	TGP/TGP QUEEN BESS JEFFERSON	95	412672	ZONE L	150	0					
P	M2	TRUNKLNE/TGP LACASSINE JEFFERSON DA	95	412680	ZONE L	2671	0					
D	EMERA ENERGY SERVICES INC.	101069263	N	FT-A	332190-FTATGP	11/1/2017	10/31/2018		N	20000	0	n1
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	20000	0					
P	MQ	POOLING PT - 200 LEG - ZONE 5	95	420868	ZONE 5	20000	0					
D	"ENERGYNORTH NATURAL GAS, INC."	830408873	N	FT-A	632-FTATGP	9/1/1993	10/31/2020		N	15265	0	n1
P	MQ	ENRGYNTH/TGP HOOKSETT NH MERRIMACK	95	420254	ZONE 6	1322	0					
P	MQ	ENRGYNTH/TGP LACONIA NH MERRIMACK	95	420426	ZONE 6	12624	0					
P	MQ	ENRGYNTH/TGP LONDONDERRY SALES ROCK	95	420632	ZONE 6	2641	0					
P	MQ	ENRGYNTH/TGP MANCHESTER NH HILLSBOR	95	420133	ZONE 6	12624	0					
P	MQ	ENRGYNTH/TGP NASHUA NH HILLSBOROUGH	95	420132	ZONE 6	12624	0					
P	MQ	ENRGYNTH/TGP SUNCOOK NH MERRIMACK	95	420451	ZONE 6	1000	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	15265	0					
D	"ENERGYNORTH NATURAL GAS, INC."	830408873	N	FT-A	2302-FTATGP	9/1/1993	10/31/2020		N	3122	0	n1
P	MQ	ENRGYNTH/TGP MANCHESTER NH HILLSBOR	95	420133	ZONE 6	1589	0					
P	MQ	ENRGYNTH/TGP NASHUA NH HILLSBOROUGH	95	420132	ZONE 6	1589	0					
P	M2	TRANSCAN/TGP UDP NIAGARA RIVER NIAG	95	410902	ZONE 5	3122	0					
D	"ENERGYNORTH NATURAL GAS, INC."	830408873	N	FT-A	8587-FTATGP	11/1/1994	10/31/2020		N	25407	0	n1
A	BP ENERGY COMPANY	N										
P	MQ	DOMINION/TGP ELLISBURG INJECTION PO	95	460012	ZONE 4	3117	0					
P	MQ	ENRGYNTH/TGP HOOKSETT NH MERRIMACK	95	420254	ZONE 6	1322	0					
P	MQ	ENRGYNTH/TGP LACONIA NH MERRIMACK	95	420426	ZONE 6	13894	0					
P	MQ	ENRGYNTH/TGP LONDONDERRY SALES ROCK	95	420632	ZONE 6	559	0					
P	MQ	ENRGYNTH/TGP MANCHESTER NH HILLSBOR	95	420133	ZONE 6	16000	0					
P	MQ	ENRGYNTH/TGP NASHUA NH HILLSBOROUGH	95	420132	ZONE 6	23081	0					
P	MQ	ENRGYNTH/TGP SUNCOOK NH MERRIMACK	95	420451	ZONE 6	1000	0					
P	MQ	HONEOYE/TGP UDP HONEOYE NEW YORK ON	95	420526	ZONE 5	2000	0					
P	MQ	NFG/TGP ROSE LAKE POTTER	95	420527	ZONE 4	5034	0					
P	M2	POOLING PT - 100 LEG - ZN 1	95	420827	ZONE 1	523	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	9502	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	4536	0					
P	M2	POOLING PT-100 LEG-ZN 0-SOUTH	95	405345	ZONE 0	7035	0					
P	MQ	STORAGE - NORTHERN	95	460018	ZONE 4	10561	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	3811	0					
D	"ENERGYNORTH NATURAL GAS, INC."	830408873	N	FT-A	11234-FTATGP	6/1/1995	10/31/2020		N	9039	0	n1
P	M2	DOMINION/TGP ELLISBURG INJECTION PO	95	460012	ZONE 4	932	0					
P	MQ	ENRGYNTH/TGP HOOKSETT NH MERRIMACK	95	420254	ZONE 6	2050	0					
P	MQ	ENRGYNTH/TGP LACONIA NH MERRIMACK	95	420426	ZONE 6	2982	0					
P	MQ	ENRGYNTH/TGP MANCHESTER NH HILLSBOR	95	420133	ZONE 6	8107	0					
P	MQ	ENRGYNTH/TGP NASHUA NH HILLSBOROUGH	95	420132	ZONE 6	4240	0					
P	M2	HONEOYE/TGP UDP HONEOYE NEW YORK ON	95	420526	ZONE 5	1957	0					
P	M2	NFG/TGP ROSE LAKE POTTER	95	420527	ZONE 4	6150	0					
D	"ENERGYNORTH NATURAL GAS, INC."	830408873	N	FT-A	42076-FTATGP	1/1/2003	10/31/2020		N	20000	0	n1
P	MQ	ENRGYNTH/TGP MANCHESTER NH HILLSBOR	95	420133	ZONE 6	12000	0					
P	MQ	ENRGYNTH/TGP NASHUA NH HILLSBOROUGH	95	420132	ZONE 6	8000	0					
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	20000	0					
D	"ENERGYNORTH NATURAL GAS, INC."	830408873	N	FT-A	72694-FTACTGP	11/1/2009	10/31/2029		Y	30000	0	n1
A	REPSOL ENERGY NORTH AMERICA CORPORATION	N										
P	MQ	ENRGYNTH/TGP LACONIA NH MERRIMACK	95	420426	ZONE 6	30000	0					
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	30000	0					
D	"ENERGYNORTH NATURAL GAS, INC."	830408873	N	FT-A	95346-FTATGP	10/1/2011	11/30/2021		N	4000	0	n1
P	MQ	ENRGYNTH/TGP LACONIA NH MERRIMACK	95	420426	ZONE 6	4000	0					
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	4000	0					
D	ENERPLUS RESOURCES (USA) CORPORATION	624466640	N	FT-A	307995-FTATGP	11/1/2014	6/1/2020		N	1200	0	n1
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	N										
P	M2	APPLACHA/TGP UDP CALKINS DEHY: RIP	95	412834	ZONE 4	1200	0					
P	MQ	DOMINION/TGP SABINSVILLE DELIVERY T	95	420914	ZONE 4	1200	0					
D	ENERPLUS RESOURCES (USA) CORPORATION	624466640	N	FT-A	307996-FTAUTGP	11/1/2014	10/31/2033		Y	7500	0	n1
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	N										
P	MQ	AGT/TGP MAHWAH NEW JERSEY BERGEN	95	420207	ZONE 5	7500	0					
P	M2	APPLACHA/TGP UDP LATINI DEHY: RIP 3	95	412832	ZONE 4	7500	0					
D	ENERPLUS RESOURCES (USA) CORPORATION	624466640	N	FT-A	307997-FTAMTGP	11/1/2014	10/31/2028		N	2400	0	n1
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	N										
P	M2	APPLACHA/TGP UDP LIBERTY DEHY: RIP	95	412850	ZONE 4	2400	0					
P	MQ	COL GAS/TGP BRINKER OH COLUMBIANA	95	400480	ZONE 4	600	0					
P	MQ	MIDWSTRN/TGP MGT SMS SUMNER	95	420852	ZONE 1	1800	0					
D	ENERPLUS RESOURCES (USA) CORPORATION	624466640	N	FT-A	319104-FTATGP	8/1/2016	7/31/2036		Y	15000	0	n1
A	"DIRECT ENERGY BUSINESS MARKETING, LLC"	N										
P	M2	APPLACHA/TGP UDP LIBERTY DEHY: RIP	95	412850	ZONE 4	15000	0					
P	MQ	POOLING PT - STA. 87 - ZONE 1	95	420828	ZONE 1	15000	0					
D	ENERPLUS RESOURCES (USA) CORPORATION	624466640	N	FT-A	319105-FTATGP	8/1/2016	7/31/2027		Y	15000	0	n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	MQ	POOLING PT - STA. 87 - ZONE 1	95	420828	ZONE 1	15000	0					
P	M2	REG NEPA/TGP ELK LAKE SUSQUEHANNA	95	412845	ZONE 4	15000	0					
D	"ENGIE ENERGY MARKETING NA, INC."	80434367	N	FT-A	336432-FTATGP	4/1/2018	3/31/2019		N	10000	0	n1
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	10000	0					
P	M2	POOLING PT - NIAGARA SPUR - ZO	95	420870	ZONE 5	10000	0					
D	ENGIE GAS & LNG LLC	196714414	N	FT-A	95234-FTAPTGP	10/1/2011	11/19/2023		N	40000	0	n1
P	MQ	BERKSHR/TGP BOUSQUET SMS BERKSHIRE	95	420747	ZONE 6	500	0					
P	MQ	BERKSHR/TGP PITTSFIELD MA BERKSHIRE	95	420102	ZONE 6	2000	0					
P	MQ	BERKSHR/TGP STOCKBRIDGE SALES BERKS	95	420278	ZONE 6	2000	0					
P	MQ	BERKSHR/TGP WEST PITTSFIELD SALES B	95	420638	ZONE 6	900	0					
P	MQ	BOSTN/TGP ESSEX MA ESSEX	95	420323	ZONE 6	1000	0					
P	MQ	BOSTN/TGP HAVERHILL MA ESSEX	95	420122	ZONE 6	2389	0					
P	MQ	CON ED/TGP WHITE PLAINS NY WESTCHES	95	420093	ZONE 5	3111	0					
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	2000	0					
P	MQ	CONN NG/TGP BRIDGEPORT CT FAIRFIELD	95	420126	ZONE 6	2000	0					
P	MQ	CONN NG/TGP FARMINGTON CT HARTFORD	95	420487	ZONE 6	1000	0					
P	MQ	CONN NG/TGP NEW BRITAIN CT HARTFORD	95	420129	ZONE 6	1000	0					
P	MQ	CONN NG/TGP NORTH BLOOMFIELD CT HAR	95	420453	ZONE 6	1000	0					
P	MQ	CONN NG/TGP TRUMBULL CT FAIRFIELD	95	420313	ZONE 6	1000	0					
P	MQ	CONN NG/TGP WEST PORT CT FAIRFIELD	95	420490	ZONE 6	2700	0					
P	M2	DISTRGAS/TGP DISTRIGAS RECEIPT MIDD	95	412513	ZONE 6	40000	0					
P	MQ	DYNEGY/TGP BLACKSTONE WORCHESTER	95	420894	ZONE 6	5000	0					
P	MQ	ENRGYNTH/TGP LACONIA NH MERRIMACK	95	420426	ZONE 6	2000	0					
P	MQ	ENRGYNTH/TGP MANCHESTER NH HILLSBOR	95	420133	ZONE 6	1000	0					
P	MQ	ENRGYNTH/TGP NASHUA NH HILLSBOROUGH	95	420132	ZONE 6	2000	0					
P	MQ	ENRGYNTH/TGP SUNCOOK NH MERRIMACK	95	420451	ZONE 6	1000	0					
P	MQ	FITCHBRG/TGP FITCHBURG MA WORCHESTE	95	420112	ZONE 6	400	0					
P	MQ	YANK GAS/TGP LONG RIDGE CT FAIRFIEL	95	420434	ZONE 6	2000	0					
P	MQ	YANK GAS/TGP NORWALK CT FAIRFIELD	95	420125	ZONE 6	2000	0					
P	MQ	YANK GAS/TGP STANFORD CT FAIRFIELD	95	420124	ZONE 6	2000	0					
