H	DOMINION ENERGY TRANSMISSION INC	C000160	4/2/2018	O	4/1/2018	T	T	JOHN BROWNLEE 804-771-4678	 			
D	PIEDMONT NATURAL GAS COMPANY	6996219	N	GSS    	300175	4/1/2006	3/31/2019	 	N	0	"799,800"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"13,330"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"13,330"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"4,444"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"4,444"					
D	PIEDMONT NATURAL GAS COMPANY	6996219	N	FTGSS  	700091	11/1/2006	3/31/2019	 	N	"13,330"	0	
P	S9	TRANSCO - LEIDY	95	40301		"13,330"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"13,330"	0					
D	"PIVOTAL UTILITY HOLDINGS, INC."	56711344	N	FTNN   	100115	3/1/2004	3/31/2021	 	N	"6,444"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S9	DETI STRG POINT (ST)	95	10002		"6,444"	0					
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		"5,000"	0					
P	S9	TET - LEIDY	95	40206		"1,444"	0					
P	S9	TRANSCO - LEIDY	95	40301		"1,444"	0					
P	S8	TET - OAKFORD	95	40208		"3,521"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"6,444"	0					
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		"2,923"	0					
D	"PIVOTAL UTILITY HOLDINGS, INC."	56711344	N	FT     	200394	3/1/2004	3/31/2011	365	N	"5,522"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
												
D	"PIVOTAL UTILITY HOLDINGS, INC."	56711344	N	FT     	200397	3/1/2004	10/31/2011	365	N	"17,120"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S8	TXG - LEBANON	95	40601		"17,120"	0					
P	S9	TRANSCO - LEIDY	95	40301		"17,120"	0					
P	S9	TET - LEIDY	95	40206		"17,120"	0					
D	"PIVOTAL UTILITY HOLDINGS, INC."	56711344	N	GSS    	300165	3/1/2004	3/31/2023	 	N	0	"645,244"	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"10,826"					
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		0	"5,000"					
P	S9	TET - LEIDY	95	40206		0	"10,826"					
P	S9	TRANSCO - LEIDY	95	40301		0	"10,826"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"3,585"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"3,585"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"10,826"					
D	"PIVOTAL UTILITY HOLDINGS, INC."	56711344	N	GSS    	300167	3/1/2004	3/31/2022	 	N	0	"1,666,666"	yc1
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	IJ	DETI STRG SERVICE-N.SUMMIT(SS)	95	10003		0	"9,259"					
P	S8	TET - NORTH SUMMIT	95	40217		0	"9,259"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"9,259"					
P	S9	TET - OAKFORD	95	40208		0	0					
P	S9	TET - NORTH SUMMIT	95	40217		0	"16,667"					
P	S9	TET - CRAYNE FARM	95	40218		0	0					
P	WR	DETI STRG SERVICE-N.SUMMIT(SS)	95	10003		0	"16,667"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"16,667"					
D	"PIVOTAL UTILITY HOLDINGS, INC."	56711344	N	GSSTE  	600044	3/1/2004	3/31/2011	365	N	0	"2,387,206"	yc1
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	"23,190"					
P	S8	TRANSCO - LEIDY	95	40301		0	"13,262"					
P	S8	TET - WAYNESBURG	95	40215		0	"13,262"					
P	S8	TET - ROCKWOOD	95	40211		0	"13,262"					
P	S8	TET - POWHATTAN POINT	95	40205		0	"13,262"					
P	S8	TET - OAKFORD	95	40208		0	"13,262"					
P	S8	TET - MULLETT	95	40207		0	"13,262"					
P	S8	TET - MOUNDSVILLE	95	40216		0	"13,262"					
P	S8	TET - LEIDY	95	40206		0	"13,262"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"13,262"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"13,262"					
P	S9	TRANSCO - LEIDY	95	40301		0	"4,078"					
P	S9	TET - OAKFORD	95	40208		0	"23,190"					
P	S9	TET - LEIDY	95	40206		0	"4,078"					
P	S9	TET - CRAYNE FARM	95	40218		0	0					
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		0	0					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"23,190"					
P	S8	TET - WOODSFIELD	95	40213		0	"13,262"					
D	PSEG ENERGY RESOURCES & TRADE LLC	848784257	N	FT     	200316	11/1/2002	3/31/2011	365	N	"41,813"	0	
P	S9	TET - LEIDY	95	40206		"41,813"	0					
P	S9	TRANSCO - LEIDY	95	40301		"41,813"	0					
P	S8	TRANSCO - LEIDY	95	40301		"41,813"	0					
P	S8	TET - LEIDY	95	40206		"41,813"	0					
D	PSEG ENERGY RESOURCES & TRADE LLC	848784257	N	FT     	200391	1/1/2004	10/31/2016	365	N	"22,019"	0	
P	S9	TRANSCO - LEIDY	95	40301		"22,019"	0					
P	S9	TET - LEIDY	95	40206		"22,019"	0					
P	S8	TGP - ELLISBURG	95	40107		"22,019"	0					
D	PSEG ENERGY RESOURCES & TRADE LLC	848784257	N	FT     	200482	11/1/2006	10/31/2018	 	N	"50,000"	0	
P	S9	DETI STRG POINT (ST)	95	10002		"50,000"	0					
P	S9	TET - LEIDY	95	40206		"50,000"	0					
P	S9	TRANSCO - LEIDY	95	40301		"50,000"	0					
P	S8	ANR - LEBANON	95	40401		"50,000"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"50,000"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"50,000"	0					
P	S8	TXG - LEBANON	95	40601		"50,000"	0					
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"50,000"	0					
D	PSEG ENERGY RESOURCES & TRADE LLC	848784257	N	GSS    	300173	5/1/2005	3/31/2019	 	N	0	"16,363,947"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"233,555"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"233,555"					
P	S9	TET - LEIDY	95	40206		0	"42,308"					
P	S9	TRANSCO - LEIDY	95	40301		0	"42,308"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"90,911"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"90,911"					
P	S8	TET - LEIDY	95	40206		0	"55,592"					
P	S8	TRANSCO - LEIDY	95	40301		0	"55,592"					
D	PSEG ENERGY RESOURCES & TRADE LLC	848784257	N	FT     	525445	1/1/2003	10/31/2020	 	N	"32,446"	0	
P	S9	TET - LEIDY	95	40206		"32,446"	0					
P	S8	ROCKIES EXPRESS - CLARINGTON	95	40411		"32,446"	0					
P	S9	DETI STRG POINT (ST)	95	10002		"32,446"	0					
P	S9	TRANSCO - LEIDY	95	40301		"32,446"	0					
D	PSEG ENERGY RESOURCES & TRADE LLC	848784257	N	GSSTE  	600043	5/1/2002	3/31/2009	365	N	0	"14,249,916"	yc1
P	S9	DETI STRG POINT (ST)	95	10002		0	"162,995"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"162,995"					
P	S8	TRANSCO - LEIDY	95	40301		0	"79,166"					
P	S8	TET - WOODSFIELD	95	40213		0	"79,166"					
P	S8	TET - WAYNESBURG	95	40215		0	"79,166"					
P	S8	TET - ROCKWOOD	95	40211		0	"79,166"					
P	S8	TET - POWHATTAN POINT	95	40205		0	"79,166"					
P	S8	TET - OAKFORD	95	40208		0	"79,166"					
P	S8	TET - MULLETT	95	40207		0	"79,166"					
P	S8	TET - MOUNDSVILLE	95	40216		0	"79,166"					
P	S8	TET - LEIDY	95	40206		0	"79,166"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"79,166"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"79,166"					
P	S9	TRANSCO - LEIDY	95	40301		0	"28,921"					
P	S9	TET - OAKFORD	95	40208		0	"162,995"					
P	S9	TET - LEIDY	95	40206		0	"28,921"					
P	S9	TET - CRAYNE FARM	95	40218		0	0					
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		0	0					
D	PSEG ENERGY RESOURCES & TRADE LLC	848784257	N	FTGSS  	700083	4/1/2003	3/31/2019	 	N	"187,955"	0	
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		"55,592"	0					
P	S9	TET - CRAYNE FARM	95	40218		"20,237"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"187,955"	0					
P	S9	TET - LEIDY	95	40206		"112,126"	0					
P	S9	TRANSCO - LEIDY	95	40301		"112,126"	0					
D	PUBLIC SERVICE COMPANY OF NORTH CAROLINA INC	6996607	N	FTNN   	100035	10/1/1993	3/31/2021	 	N	"18,331"	0	
P	S8	TRANSCO - LEIDY	95	40301		"1,370"	0					
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		"8,126"	0					
P	S8	TET - OAKFORD	95	40208		"5,087"	0					
P	S8	TET - LEIDY	95	40206		"1,370"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"2,588"	0					
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"2,588"	0					
P	S8	POD 20 APPALACHIAN NORTH POOLING PO	95	P0020		334	0					
P	S8	NOTSP PLACEHOLDER METER - SOUTH	95	SPDOM		826	0					
P	S8	DETI STRG POINT (ST)	95	10002		"18,331"	0					
P	S8	ANR - LEBANON	95	40401		"2,588"	0					
P	S9	TRANSCO - NOKESVILLE	95	40303		"18,331"	0					
P	S8	TXG - LEBANON	95	40601		"2,588"	0					
P	S9	DETI STRG POINT (ST)	95	10002		"18,331"	0					
D	PUBLIC SERVICE COMPANY OF NORTH CAROLINA INC	6996607	N	FTNN   	100051	11/1/1998	3/31/2021	 	N	"10,000"	0	
P	S8	DETI STRG POINT (ST)	95	10002		"10,000"	0					
P	S9	TRANSCO - NOKESVILLE	95	40303		"10,000"	0					
D	PUBLIC SERVICE COMPANY OF NORTH CAROLINA INC	6996607	N	FTNN   	100103	11/1/1996	10/31/2021	 	N	"12,000"	0	
P	S9	DETI STRG POINT (ST)	95	10002		"12,000"	0					
P	S9	TRANSCO - NOKESVILLE	95	40303		"12,000"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"12,000"	0					
P	S8	NOTSP PLACEHOLDER METER - SOUTH	95	SPDOM		"2,732"	0					
P	S8	POD 20 APPALACHIAN NORTH POOLING PO	95	P0020		"1,268"	0					
P	S8	TET - OAKFORD	95	40208		"8,000"	0					
D	PUBLIC SERVICE COMPANY OF NORTH CAROLINA INC	6996607	N	FT     	200085	1/24/1996	10/31/2016	365	N	"5,035"	0	
P	S9	TRANSCO - LEIDY	95	40301		"5,035"	0					
P	S8	TXG - LEBANON	95	40601		"5,035"	0					
D	PUBLIC SERVICE COMPANY OF NORTH CAROLINA INC	6996607	N	GSS    	300090	4/1/1996	3/31/2021	 	N	0	"1,776,000"	
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"9,867"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"29,669"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"29,669"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"9,867"					
D	PUBLIC SERVICE COMPANY OF NORTH CAROLINA INC	6996607	N	GSS    	300101	4/1/1998	3/31/2021	 	N	0	"700,000"	
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"10,000"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"10,000"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"3,889"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"3,889"					
D	PUBLIC SERVICE COMPANY OF NORTH CAROLINA INC	6996607	N	GSS    	300130	4/1/1999	3/31/2024	 	N	0	"1,380,000"	
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"7,667"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"7,667"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"23,000"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"23,000"					
D	PUBLIC SERVICE COMPANY OF NORTH CAROLINA INC	6996607	N	FTNNGSS	700036	11/1/1996	3/31/2021	 	N	"29,669"	0	
P	S9	TRANSCO - NOKESVILLE	95	40303		"29,669"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"29,669"	0					
D	"R E GAS DEVELOPMENT, LLC"	78464938	N	FT     	200650	1/6/2015	6/30/2036	 	N	"31,339"	0	
P	S9	TET - LEIDY	95	40206		"31,339"	0					
P	S9	TRANSCO - LEIDY	95	40301		"31,339"	0					
P	S8	MARKWEST LIBERTY BLUESTONE LLC (SWA	95	EB395		"31,339"	0					
D	"R E GAS DEVELOPMENT, LLC"	78464938	N	FT     	200679	1/6/2015	10/31/2020	 	N	"22,155"	0	
P	S9	TRANSCO - LEIDY	95	40301		"22,155"	0					
P	S8	WAHLVILLE M&R (TL-400)	95	EB535		"22,155"	0					
D	"R E GAS DEVELOPMENT, LLC"	78464938	N	FT     	200695	11/1/2016	10/31/2036	 	N	"130,000"	0	
P	S9	TXG - LEBANON	95	40601		"130,000"	0					
P	S8	WAHLVILLE M&R (TL-400)	95	EB535		"130,000"	0					
D	RAINBOW ENERGY MARKETING CORPORATION	861498608	N	FT     	200716	1/1/2017	12/31/2019	 	N	300	0	
P	S9	WHISKEY CREEK	95	21004		300	0					
P	S8	MILLENNIUM - HOLDING POINT (LN-1/31	95	41601		300	0					
D	"RANGE RESOURCES - APPALACHIA, LLC"	114534337	N	FT     	200599	9/1/2012	8/31/2022	 	Y	"33,000"	0	
P	S9	TET - OAKFORD	95	40208		"33,000"	0					
P	S8	PITTSBURGH MILLS (TL-469)	95	EB410		"33,000"	0					
D	"RANGE RESOURCES - APPALACHIA, LLC"	114534337	N	FT     	200736	4/1/2018	3/31/2019	 	N	"35,000"	0	
P	S9	TET - OAKFORD	95	40208		"35,000"	0					
P	S8	PITTSBURGH MILLS (TL-469)	95	EB410		"35,000"	0					
D	"RANGE RESOURCES - APPALACHIA, LLC"	114534337	N	FT     	200741	4/1/2018	3/31/2019	 	N	"30,000"	0	
P	S9	TET - OAKFORD	95	40208		"30,000"	0					
P	S8	PITTSBURGH MILLS (TL-469)	95	EB410		"30,000"	0					
D	"REVERE COPPER PRODUCTS, INC"	43633254	N	FT     	200208	1/1/2001	10/31/2022	 	N	"1,500"	0	
A	SPRAGUE OPERATING RESOURCES LLC	N										
P	S9	BIDDLECUM ROAD	95	20504		"1,500"	0					
P	S8	TET - OAKFORD	95	40208		"1,500"	0					
D	RICE ENERGY MARKETING LLC	79663699	N	FT     	200715	2/1/2017	4/30/2019	 	N	"15,000"	0	
A	EQT ENERGY LLC	N										
P	S8	CALIFORNIA (TL-342)	95	EB225		"15,000"	0					
P	S9	SOUTH BEND	95	30060		"15,000"	0					
D	RILEY NATURAL GAS CO	177826740	N	FT     	200549	11/1/2009	10/31/2021	 	N	"1,000"	0	
P	S9	WHISKEY CREEK	95	21004		"1,000"	0					
P	S9	CORNING - VIRGIL	95	21050		"1,000"	0					
P	S8	TET - OAKFORD	95	40208		"1,000"	0					
D	RILEY NATURAL GAS CO	177826740	N	FT     	200615	9/1/2012	8/31/2022	 	Y	"17,097"	0	
P	S8	POD 4 WESTON	95	P0004		"1,458"	0					
P	S8	CARBON FUEL TL263	95	EB325		"3,500"	0					
P	S9	TET - OAKFORD APP GATEWAYPP	95	40225		"17,097"	0					
P	S8	POD 3 SALEM WEST	95	P0003		664	0					
P	S8	POD 7 GRANTSVILLE	95	P0007		"3,098"	0					
P	S8	POD 8 GRANTSVILLE SOUTH	95	P0008		909	0					
P	S8	POD 1 SCHUTTE	95	P0001		626	0					
P	S8	POD 10 CORNWELL NO 7&8	95	P0010		49	0					
P	S8	POD 11 BRIDGEPORT	95	P0011		"1,075"	0					
P	S8	POD 12 LOUP CREEK	95	P0012		297	0					
P	S8	POD 13 OSCAR NELSON	95	P0013		336	0					
P	S8	POD 14 HASTINGS TRANSMISSION	95	P0014		144	0					
P	S8	POD 2 SALEM EAST	95	P0002		"3,125"	0					
P	S8	POD 6 DEEP VALLEY	95	P0006		188	0					
P	S8	BLUE RACER TL404	95	EB470		812	0					
P	S8	POD 5 WESTON EAST	95	P0005		816	0					
D	RILEY NATURAL GAS CO	177826740	N	FT     	200616	9/1/2012	8/31/2022	 	Y	"1,401"	0	
P	S9	TET - OAKFORD APP GATEWAYPP	95	40225		"1,401"	0					
P	S8	POD 1 SCHUTTE	95	P0001		2	0					
P	S8	POD 8 GRANTSVILLE SOUTH	95	P0008		212	0					
P	S8	POD 7 GRANTSVILLE	95	P0007		"1,091"	0					
P	S8	POD 4 WESTON	95	P0004		7	0					
P	S8	POD 2 SALEM EAST	95	P0002		45	0					
P	S8	POD 3 SALEM WEST	95	P0003		44	0					
D	ROCHESTER GAS & ELECTRIC CORPORATION	6994040	N	FTNN   	100021	10/1/1993	3/31/2020	 	N	"90,600"	0	
P	S9	(40106) EAST AVON/LAKEVILLE DELIVER	95	20609		"2,360"	0					
P	S9	CALEDONIA	95	20602		"108,600"	0					
P	S9	DETI STRG POINT (ST)	95	10002		"90,600"	0					
P	S9	GREIGSVILLE	95	20603		"2,791"	0					
P	S9	LEROY	95	20604		"3,480"	0					
P	S9	PERRY CENTER	95	20605		"1,800"	0					
P	S9	TYRE	95	20606		"4,860"	0					
P	S9	WARSAW	95	20607		"1,330"	0					
P	S9	YORK	95	20608		"1,070"	0					
P	S8	ANR - LEBANON	95	40401		"14,766"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"90,600"	0					
P	S8	ROCKIES EXPRESS - CLARINGTON	95	40411		"10,000"	0					
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"14,766"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"14,766"	0					
P	S8	TET - OAKFORD	95	40208		"50,809"	0					
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		"15,025"	0					
P	S8	TXG - LEBANON	95	40601		"14,766"	0					
D	ROCHESTER GAS & ELECTRIC CORPORATION	6994040	N	GSS    	300084	10/1/1993	3/31/2020	 	N	0	"5,000,000"	
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"27,778"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"27,778"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"124,000"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"124,000"					
D	ROCHESTER GAS & ELECTRIC CORPORATION	6994040	N	FTNNGSS	700018	10/1/1993	3/31/2020	 	N	"124,000"	0	
P	S9	(40106) EAST AVON/LAKEVILLE DELIVER	95	20609		"2,640"	0					
P	S9	CALEDONIA	95	20602		"124,000"	0					
P	S9	GREIGSVILLE	95	20603		"2,920"	0					
P	S9	LEROY	95	20604		"3,570"	0					
P	S9	PERRY CENTER	95	20605		"2,000"	0					
P	S9	TYRE	95	20606		"5,140"	0					
P	S9	WARSAW	95	20607		"1,410"	0					
P	S9	YORK	95	20608		"1,140"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"124,000"	0					
D	SENECA ENERGY II LLC	926452582	N	FT     	200633	12/1/2013	7/31/2021	 	N	"2,000"	0	
A	BP ENERGY COMPANY	N										
P	S9	MULLET 1	95	20103		"2,000"	0					
P	S8	SENECA FALLS (LN551)	95	EB445		"2,000"	0					
D	SENECA ENERGY II LLC	926452582	N	FT     	200700	10/1/2016	9/30/2019	 	N	"2,000"	0	
A	BP ENERGY COMPANY	N										
P	S9	TGP - HARRISON	95	40109		"2,000"	0					
P	S8	SENECA FALLS (LN551)	95	EB445		"2,000"	0					
D	SENECA RESOURCES CORP	250640445	N	FT     	200551	4/1/2010	3/31/2020	 	N	"8,000"	0	
A	DIRECT ENERGY BUSINESS MARKETING LLC	N										
P	S9	TET - OAKFORD	95	40208		"8,000"	0					
P	S8	SENECA RESOURCES (BIG SPRINGS LN-20	95	EB310		"4,000"	0					
P	S8	SENECA RESOURCES (NATIONAL FOREST L	95	EB320		"4,000"	0					
D	"SEQUENT ENERGY MANAGEMENT, LP"	612075846	N	FT     	200520	11/1/2007	10/31/2032	 	N	"2,115"	0	
P	S9	TRANSCO - LEIDY	95	40301		"2,115"	0					
P	S8	TXG - LEBANON	95	40601		"2,115"	0					
D	"SEQUENT ENERGY MANAGEMENT, LP"	612075846	N	FT     	200618	11/1/2012	3/31/2019	 	N	"2,500"	0	
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		"2,500"	0					
P	S9	TRANSCO - NOKESVILLE	95	40303		"2,500"	0					
D	"SEQUENT ENERGY MANAGEMENT, LP"	612075846	N	FT     	200717	5/1/2017	4/30/2018	 	N	"8,000"	0	
P	S9	MULLET 1	95	20103		"8,000"	0					
P	S8	TET - OAKFORD	95	40208		"8,000"	0					
D	SHELL ENERGY NORTH AMERICA (US) LP	837565548	N	FT     	200567	9/1/2011	9/30/2026	 	N	"100,000"	0	
P	S9	MULLET 1	95	20103		"25,000"	0					
P	S9	PETERSBURG	95	20105		"25,000"	0					
P	S9	TET - CRAYNE FARM	95	40218		"35,000"	0					
P	S9	TET - LEIDY	95	40206		"15,000"	0					
P	S9	TRANSCO - LEIDY	95	40301		"15,000"	0					
P	S8	SWEPI LP (LN-2/34)	95	EB375		"100,000"	0					
D	SHELL ENERGY NORTH AMERICA (US) LP	837565548	N	FT     	200626	11/1/2013	10/31/2028	 	N	"250,000"	0	
P	S8	SHARRETTS M&R (LN-50)	95	EB515		"7,000"	0					
P	S8	SWEPI LP (LN-2/34)	95	EB375		"228,000"	0					
P	S8	ELK RUN (LN50)	95	EB080		"15,000"	0					
P	S9	TRANSCO - LEIDY	95	40301		"150,000"	0					
P	S9	TET - CRAYNE II	95	40226		"100,000"	0					
D	SHIPLEY CHOICE LLC DBA SHIPLEY ENERGY COMPANY	965786580	N	GSS    	300209	6/1/2016	3/31/2024	 	N	0	"93,750"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"1,500"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"1,500"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	521					
P	S8	DETI STRG POINT (ST)	95	10002		0	521					
D	SHIPLEY CHOICE LLC DBA SHIPLEY ENERGY COMPANY	965786580	N	GSS    	300210	6/1/2016	3/31/2024	 	N	0	"31,250"	
P	S9	DETI STRG POINT (ST)	95	10002		0	500					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	500					
P	S8	DETI STRG POINT (ST)	95	10002		0	174					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	174					
D	SHIPLEY CHOICE LLC DBA SHIPLEY ENERGY COMPANY	965786580	N	GSS    	300211	4/1/2017	3/31/2019	 	N	0	"125,000"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"2,000"					
P	S8	DETI STRG POINT (ST)	95	10002		0	694					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"2,000"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	694					
D	SHIPLEY CHOICE LLC DBA SHIPLEY ENERGY COMPANY	965786580	N	FTGSS  	700106	6/1/2016	3/31/2024	 	N	"1,500"	0	
P	S8	DETI STRG POINT (ST)	95	10002		"1,500"	0					
P	S9	TET - OAKFORD	95	40208		"1,500"	0					
D	SHIPLEY CHOICE LLC DBA SHIPLEY ENERGY COMPANY	965786580	N	FTGSS  	700107	6/1/2016	3/31/2024	 	N	500	0	
P	S9	TET - LEIDY	95	40206		500	0					
P	S9	TRANSCO - LEIDY	95	40301		500	0					
P	S8	DETI STRG POINT (ST)	95	10002		500	0					
D	SHIPLEY CHOICE LLC DBA SHIPLEY ENERGY COMPANY	965786580	N	FTGSS  	700108	4/1/2017	3/31/2019	 	N	"2,000"	0	
P	S9	TET - OAKFORD	95	40208		"2,000"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"2,000"	0					
D	"SNYDER BROTHERS, INC"	7910433	N	FT     	200553	4/1/2010	3/31/2020	 	N	500	0	
P	S9	TET - OAKFORD	95	40208		500	0					
P	S8	SNYDER BROTHERS (WILCOX LN19 - HOGB	95	EB275		500	0					
D	"SNYDER BROTHERS, INC"	7910433	N	FT     	200574	4/1/2011	3/31/2021	 	N	"18,000"	0	
P	S9	MULLET 1	95	20103		"18,000"	0					
P	S8	SNYDER BROTHERS (FURNACE RUN 2 TL-4	95	EB540		"16,500"	0					
P	S8	SNYDER BROTHERS (MUSHROOM MINE TL-4	95	EB270		"1,500"	0					
D	"SNYDER BROTHERS, INC"	7910433	N	FT     	200730	9/6/2017	8/31/2021	 	N	"1,000"	0	
P	S9	TET - CHAMBERSBURG (PL1)	95	40202		"1,000"	0					
P	S8	SNYDER BROTHERS (FURNACE RUN 2 TL-4	95	EB540		"1,000"	0					
D	"SNYDER BROTHERS, INC"	7910433	N	FT     	200740	4/1/2018	3/31/2020	 	N	"10,000"	0	
P	S9	MULLET 1	95	20103		"5,000"	0					
P	S9	STULL/COXCOMB/GIBSONIA/SEVEN FIELDS	95	20206		"5,000"	0					
P	S8	SNYDER BROTHERS (FURNACE RUN 2 TL-4	95	EB540		"10,000"	0					
D	SOUTH JERSEY GAS CO	51409605	N	GSS    	300002	10/1/1993	3/31/2019	 	N	0	"423,000"	
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"10,000"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"10,000"					
P	S9	TET - LEIDY	95	40206		0	"10,000"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"2,350"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"2,350"					
P	S9	TRANSCO - LEIDY	95	40301		0	"10,000"					
D	"SOUTH JERSEY RESOURCES GROUP, LLC"	36474336	N	FT     	200504	11/1/2007	10/31/2022	 	N	"5,000"	0	
P	S9	TRANSCO - LEIDY	95	40301		"5,000"	0					
P	S8	ANR - LEBANON	95	40401		"5,000"	0					
P	S8	TXG - LEBANON	95	40601		"5,000"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"5,000"	0					
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"5,000"	0					
D	SOUTHERN CONNECTICUT GAS CO	4945259	N	GSS    	300056	10/1/1993	3/31/2022	 	N	0	"145,733"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"2,020"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"2,020"					
P	S9	TET - LEIDY	95	40206		0	"2,020"					
P	S9	TRANSCO - LEIDY	95	40301		0	"2,020"					
P	S8	DETI STRG POINT (ST)	95	10002		0	810					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	810					
D	SOUTHERN CONNECTICUT GAS CO	4945259	N	GSS    	300125	11/1/1998	3/31/2022	 	N	0	"666,667"	yc1
P	IJ	DETI STRG SERVICE-N.SUMMIT(SS)	95	10003		0	"3,704"					
P	S8	TET - NORTH SUMMIT	95	40217		0	"3,704"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"6,667"					
P	WR	DETI STRG SERVICE-N.SUMMIT(SS)	95	10003		0	"6,667"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"3,704"					
P	S9	TET - OAKFORD	95	40208		0	0					
P	S9	TET - NORTH SUMMIT	95	40217		0	"6,667"					
P	S9	TET - CRAYNE FARM	95	40218		0	0					
D	SOUTHERN CONNECTICUT GAS CO	4945259	N	GSS    	300146	4/1/2001	3/31/2022	 	N	0	"2,000,000"	
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"11,111"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"11,111"					
