H	"Columbia Gas Transmission, LLC"	C000306          	4/2/2018	O	4/1/2018	T	T	Kay Dennison (832)320-5336	 			
P	MQ	NYSEG OP-02         	95	21	TCO     	6000			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	159523	4/1/2015	3/31/2022	 	N	500		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	500			 	 	 	 
P	MQ	COL GAS PA 04-25	95	2.50E-24	TCO     	500			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	159524	4/1/2015	3/31/2022	 	N	166		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	166			 	 	 	 
P	MQ	COL GAS PA 04-25	95	2.50E-24	TCO     	166			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	159525	4/1/2015	3/31/2022	 	N	500		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	500			 	 	 	 
P	MQ	COL GAS PA 04-25	95	2.50E-24	TCO     	500			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	160406	4/1/2015	3/31/2019	 	N	2500		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK - KERMIT/INEZ     	95	CNR04	TCO     	2500			 	 	 	 
P	MQ	COL GAS PA 04-25	95	2.50E-24	TCO     	2500			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	160407	4/1/2015	3/31/2019	 	N	3000		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	BRINKER-39          	95	B12	TCO     	3000			 	 	 	 
P	MQ	COL GAS PA 08-39    	95	25-39	TCO     	3000			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	160408	4/1/2015	3/31/2019	 	N	3900		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	Lebanon - REX	95	740165	TCO     	3900			 	 	 	 
P	MQ	COL GAS PA 04-25	95	2.50E-24	TCO     	3900			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	161116	5/1/2015	4/30/2021	 	N	2760		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	2760			 	 	 	 
P	MQ	MOUNTAINEER 10-30   	95	28-30	TCO     	2760			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	161117	5/1/2015	4/30/2021	 	N	2760		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	2760			 	 	 	 
P	MQ	WASHINGTON GAS-30   	95	78-30	TCO     	2760			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	161118	5/1/2015	4/30/2021	 	N	10000		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	10000			 	 	 	 
P	MQ	WASHINGTON GAS-30   	95	78-30	TCO     	10000			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	161270	5/1/2015	4/30/2021	 	N	2761		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	2761			 	 	 	 
P	MQ	WASHINGTON GAS-30   	95	78-30	TCO     	2761			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	161271	5/1/2015	4/30/2021	 	N	29		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	29			 	 	 	 
P	MQ	WASHINGTON GAS-30   	95	78-30	TCO     	29			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	161272	5/1/2015	4/30/2026	 	N	9678		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	9678			 	 	 	 
P	MQ	BALTIMORE GAS & ELEC	95	4	TCO     	9678			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	161273	5/1/2015	4/30/2021	 	N	2000		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	2000			 	 	 	 
P	MQ	Pleasant Hill	95	30NC	TCO     	2000			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	162099	5/1/2015	3/31/2022	 	N	666		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	666			 	 	 	 
P	MQ	CGV OP 10-31        	95	46-31	TCO     	666			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	176684	5/10/2016	4/30/2021	 	N	900		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO POOL	95	P10	TCO     	900			 	 	 	 
P	MQ	COL GAS OH OP 05-7  	95	23N-7	TCO     	900			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	176685	5/10/2016	4/30/2021	 	N	500		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO POOL	95	P10	TCO     	500			 	 	 	 
P	MQ	COL GAS OH OP 05-2  	95	23N-2	TCO     	500			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	176686	5/10/2016	4/30/2021	 	N	1000		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO POOL	95	P10	TCO     	1000			 	 	 	 
P	MQ	COL GAS OH OP 07-8  	95	23-8	TCO     	1000			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	176687	5/10/2016	4/30/2021	 	N	4500		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO POOL	95	P10	TCO     	4500			 	 	 	 
P	MQ	COL GAS OH OP 07-1  	95	23-1	TCO     	4500			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	181685	10/1/2016	10/31/2021	 	N	6000		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	HI-HAT/EQUITABLE-16 	95	F3	TCO     	6000			 	 	 	 
P	MQ	SOUTH JERSEY GAS CO 	95	109	TCO     	6000			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	193260	11/1/2017	10/31/2019	 	N	4947		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	PAULDING-3          	95	F1	TCO     	4947			 	 	 	 
P	MQ	COL GAS OH OP 05-2  	95	23N-2	TCO     	4947			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	193261	11/1/2017	10/31/2019	 	N	10674		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	PAULDING-3          	95	F1	TCO     	10674			 	 	 	 
P	MQ	COL GAS OH OP 05-2  	95	23N-2	TCO     	10674			 	 	 	 
D	"Direct Energy Business Marketing, LLC"	78790103	N       	FTS     	193262	11/1/2017	10/31/2019	 	N	10484		 
A	Hess Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	PAULDING-3          	95	F1	TCO     	10484			 	 	 	 
P	MQ	COL GAS OH OP 05-7  	95	23N-7	TCO     	10484			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	1596	8/1/2008	3/31/2023	 	N	400		 
P	M2	ABARTA-BRANNON                  	95	621878	TCO     	10			 	 	 	 
P	M2	ABARTA-COLE                     	95	619050	TCO     	49			 	 	 	 
P	M2	ABARTA-PLAUGHER                 	95	627777	TCO     	16			 	 	 	 
P	M2	ABARTA-SCOTT #1                 	95	624528	TCO     	29			 	 	 	 
P	M2	BenGay MM	95	840226	TCO     	296			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	400			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	OPT60   	5032	2/6/2009	10/31/2018	 	N	4000		 
P	M2	DGP-Cassidy Mtn     	95	I1	TCO     	3899			 	 	 	 
P	M2	ECA TM-18 Receipt	95	838512	TCO     	101			 	 	 	 
P	MQ	LOUDOUN LNG         	95	LOUDOUN	TCO     	4000			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	5370	11/26/2008	11/30/2018	 	N	500		 
P	M2	RYAN 1804	95	640053	TCO     	500			 	 	 	 
P	MQ	TCO-LEACH	95	801	TCO     	500			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	10235	8/1/2009	3/31/2020	 	Y	2266		 
P	M2	CENTRAL PACIFIC GROUP SNYDER    	95	825005	TCO     	12			 	 	 	 
P	M2	CHK - Cobb	95	CNR18	TCO     	362			 	 	 	 
P	M2	CHK -BUFF LICK        	95	CNR05	TCO     	17			 	 	 	 
P	M2	CNR-Roane                       	95	833237	TCO     	1			 	 	 	 
P	M2	Hutson - 1360	95	640284	TCO     	1000			 	 	 	 
P	M2	PIKE FORK MM	95	640273	TCO     	450			 	 	 	 
P	M2	RUBIN - CARBIDE                 	95	834873	TCO     	6			 	 	 	 
P	M2	Stalnaker Energy Corp.          	95	838282	TCO     	17			 	 	 	 
P	M2	STALNAKERENERGYCORP. - ROANE #2 	95	838517	TCO     	280			 	 	 	 
P	M2	TWIST # 1                     	95	837978	TCO     	121			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	2266			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	12663	11/12/2009	12/31/2020	 	N	500		 
P	M2	Kriebel-Weaver	95	640129	TCO     	450			 	 	 	 
P	M2	Rostraver Airport-Kreibel	95	639216	TCO     	50			 	 	 	 
P	MQ	DELMONT-36          	95	C16	TCO     	500			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	15249	5/17/2010	5/31/2020	 	Y	480		 
P	M2	CENTRAL PACIFIC GROUP SNYDER    	95	825005	TCO     	23			 	 	 	 
P	M2	CHK - Cobb	95	CNR18	TCO     	153			 	 	 	 
P	M2	CHK -BUFF LICK        	95	CNR05	TCO     	31			 	 	 	 
P	M2	CNR-Roane                       	95	833237	TCO     	2			 	 	 	 
P	M2	RUBIN - CARBIDE                 	95	834873	TCO     	10			 	 	 	 
P	M2	Stalnaker Energy Corp.          	95	838282	TCO     	32			 	 	 	 
P	M2	TWIST # 1                     	95	837978	TCO     	229			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	480			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	OPT60   	16704	4/1/2010	3/31/2020	 	N	3300		 
P	M2	ALEXANDER/SUGAR RUN	95	CNR22	TCO     	3300			 	 	 	 
P	MQ	LOUDOUN LNG         	95	LOUDOUN	TCO     	3300			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	23187	1/1/2011	12/31/2020	 	N	360		 
P	M2	ECA TM-18 Receipt	95	838512	TCO     	300			 	 	 	 
P	M2	Wallback Production	95	838503	TCO     	60			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	360			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	86116	5/1/2006	4/30/2026	 	N	2900		 
P	M2	CHK - KERMIT/INEZ     	95	CNR04	TCO     	2900			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	2900			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	94678	6/28/2007	6/30/2020	 	N	1050		 
P	M2	CHK - Cobb	95	CNR18	TCO     	140			 	 	 	 
P	M2	CHK -BUFF LICK        	95	CNR05	TCO     	60			 	 	 	 
P	M2	Flinner Master Meter	95	838843	TCO     	220			 	 	 	 
P	M2	FOSTER MAYS MM          	95	833198	TCO     	10			 	 	 	 
P	M2	Mountain V	95	839176	TCO     	620			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	1050			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	97628	12/5/2007	12/31/2019	 	N	700		 
P	M2	Kriebel-Weaver	95	640129	TCO     	550			 	 	 	 
P	M2	Rostraver Airport-Kreibel	95	639216	TCO     	150			 	 	 	 
P	MQ	COL GAS PA 08-35    	95	25-35	TCO     	700			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	OPT60   	97774	12/19/2007	12/31/2020	 	N	350		 
P	M2	ALEXANDER/SUGAR RUN	95	CNR22	TCO     	350			 	 	 	 
P	MQ	LOUDOUN LNG         	95	LOUDOUN	TCO     	350			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	151068	3/1/2014	3/31/2020	 	N	400		 
P	M2	LAFAYETTE                       	95	634887	TCO     	400			 	 	 	 
P	MQ	COL GAS PA 08-39    	95	25-39	TCO     	400			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	153602	5/7/2014	5/31/2018	 	N	1000		 
P	M2	BOYD & SHRIVER B S PENCE        	95	602327	TCO     	15			 	 	 	 
P	M2	BOYD & SHRIVER CARLOS           	95	602314	TCO     	15			 	 	 	 
P	M2	BOYD & SHRIVER GOHEEN           	95	602326	TCO     	15			 	 	 	 
P	M2	BOYD & SHRIVER KEMP             	95	602324	TCO     	15			 	 	 	 
P	M2	BOYD & SHRIVER PENCE            	95	622098	TCO     	15			 	 	 	 
P	M2	BOYD & SHRIVER PROCIOUS #1      	95	602319	TCO     	15			 	 	 	 
P	M2	BOYD & SHRIVER PROCIOUS #2      	95	602321	TCO     	15			 	 	 	 
P	M2	Homer - Windy Hill	95	640036	TCO     	35			 	 	 	 
P	M2	Penn Twp. System	95	639113	TCO     	860			 	 	 	 
P	MQ	DELMONT-36          	95	C16	TCO     	1000			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	157037	1/1/2015	12/31/2019	 	N	130		 
P	M2	CHK - Cobb	95	CNR18	TCO     	130			 	 	 	 
P	MQ	TCO-LEACH	95	801	TCO     	130			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	158263	11/1/2014	10/31/2018	 	N	700		 
P	M2	CHK - Cobb	95	CNR18	TCO     	250			 	 	 	 
P	M2	WAYNESBURG-RHINEHART	95	K2	TCO     	450			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	700			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	158268	11/1/2014	10/31/2018	 	N	3220		 
P	M2	APPALACHIAN LAND LEASE          	95	834893	TCO     	2620			 	 	 	 
P	M2	CHK - Cobb	95	CNR18	TCO     	100			 	 	 	 
P	M2	QUICK METER                     	95	837886	TCO     	500			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	3220			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	159427	11/11/2014	3/31/2020	 	N	3300		 
P	M2	BROAD RUN-19        	95	B9	TCO     	3300			 	 	 	 
P	MQ	TCO-LEACH	95	801	TCO     	3300			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	183535	4/1/2017	3/31/2019	 	N	231		 
P	M2	CHK - Stafford	95	CNR11	TCO     	28			 	 	 	 
P	M2	CHK-Smokehouse	95	CHK24	TCO     	20			 	 	 	 
P	M2	EQT. Freedom/TCO                	95	838293	TCO     	183			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	231			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	188688	4/13/2017	4/30/2019	 	N	45		 
P	M2	EQUIT-KA8/RCPT      	95	H5	TCO     	45			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	45			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	199054	4/1/2018	3/31/2019	 	N	525		 
P	M2	MCCLELLANDTOWN AGG POINT 06	95	A06	TCO     	525			 	 	 	 
P	MQ	COL GAS PA 08-35    	95	25-35	TCO     	525			 	 	 	 
D	"Dominion Energy Field Services, Inc."	23639961	N       	FTS     	200913	4/1/2018	3/31/2019	 	N	200		 
P	M2	MCCLELLANDTOWN AGG POINT 06	95	A06	TCO     	200			 	 	 	 
P	MQ	COL GAS PA 08-35    	95	25-35	TCO     	200			 	 	 	 
D	"Dominion Energy Solutions, Inc."	129911954	N       	FTS     	148799	4/1/2014	3/31/2022	 	N	1000		 
A	"Dominion Energy Fuel Services, Inc. (formerly VPEM)"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	1000			 	 	 	 
P	MQ	COL GAS PA 04-25	95	2.50E-24	TCO     	1000			 	 	 	 
D	"Dominion Energy Solutions, Inc."	129911954	N       	FTS     	149683	5/1/2014	4/30/2020	 	N	1100		 
A	"Dominion Energy Fuel Services, Inc. (formerly VPEM)"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	1100			 	 	 	 
P	MQ	COL GAS OH OP 05-2  	95	23N-2	TCO     	1100			 	 	 	 
D	"Dominion Energy Solutions, Inc."	129911954	N       	FTS     	152752	6/1/2014	5/31/2019	 	N	4000		 
A	"Dominion Energy Fuel Services, Inc. (formerly VPEM)"	N       		 	 	 	 	 	 	 	 	 
P	M2	CECIL-3             	95	A2	TCO     	4000			 	 	 	 
P	MQ	EAST OHIO GAS CO-3  	95	80-3	TCO     	4000			 	 	 	 
D	"Dominion Energy Solutions, Inc."	129911954	N       	FTS     	154576	11/1/2014	3/31/2024	 	N	1000		 
A	"Dominion Energy Fuel Services, Inc. (formerly VPEM)"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	1000			 	 	 	 
P	MQ	COL GAS OH OP 05-2  	95	23N-2	TCO     	1000			 	 	 	 
D	"Dominion Energy Solutions, Inc."	129911954	N       	FTS     	157742	10/1/2014	9/30/2018	 	N	1200		 
A	"Dominion Energy Fuel Services, Inc. (formerly VPEM)"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	1200			 	 	 	 
P	MQ	COL GAS PA 08-35    	95	25-35	TCO     	1200			 	 	 	 
D	"Dominion Energy Solutions, Inc."	129911954	N       	FTS     	181730	11/1/2016	10/31/2018	 	N	2000		 
A	"Dominion Energy Fuel Services, Inc. (formerly VPEM)"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	2000			 	 	 	 
P	MQ	COL GAS PA 08-35    	95	25-35	TCO     	2000			 	 	 	 
D	"Dominion Energy Solutions, Inc."	129911954	N       	FTS     	184449	1/1/2017	12/31/2019	 	N	2000		 
A	"Dominion Energy Fuel Services, Inc. (formerly VPEM)"	N       		 	 	 	 	 	 	 	 	 
P	M2	CECIL-3             	95	A2	TCO     	2000			 	 	 	 
P	MQ	EAST OHIO GAS CO-3  	95	80-3	TCO     	2000			 	 	 	 
D	Drilco Oil & Gas Corporation	SR 009880	N       	FTS     	10279	8/1/2009	3/31/2020	 	Y	52		 
A	"PDC Energy, Inc."	N       		 	 	 	 	 	 	 	 	 
A	Riley Natural Gas Company	N       		 	 	 	 	 	 	 	 	 
P	M2	HAYS COMPANY BLACK              	95	613768	TCO     	26			 	 	 	 
P	M2	HAYS COMPANY VARIOUS LEASE      	95	613769	TCO     	26			 	 	 	 
P	MQ	Constellation Big Sandy         	95	836799	TCO     	52			 	 	 	 
D	"Duke Energy Kentucky, Inc."	6944672	N       	FSS     	79976	11/1/2004	3/31/2022	 	N		1365276	 
A	"UNITED ENERGY TRADING, LLC"	N       		 	 	 	 	 	 	 	 	 
D	"Duke Energy Kentucky, Inc."	6944672	N       	SST     	79977	11/1/2004	3/31/2022	 	N	19828		 
A	"UNITED ENERGY TRADING, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	19828			 	 	 	 
P	MQ	KOT MLI	95	834696	TCO     	19828			 	 	 	 
D	"Duke Energy Ohio, Inc."	6999189	N       	FSS     	79969	11/1/2004	3/31/2022	 	N		9244079	 
A	"UNITED ENERGY TRADING, LLC"	N       		 	 	 	 	 	 	 	 	 
D	"Duke Energy Ohio, Inc."	6999189	N       	SST     	79971	11/1/2004	3/31/2022	 	N	108257		 
A	"UNITED ENERGY TRADING, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	108257			 	 	 	 
P	MQ	DUKE OHIO - 11	95	13-11	TCO     	6500			 	 	 	 
P	MQ	DUKE OHIO - 6	95	14	TCO     	49184			 	 	 	 
P	MQ	KOT MLI	95	834696	TCO     	55162			 	 	 	 
D	"Dynegy Marketing and Trade, LLC"	137619136	N       	FTS     	186259	2/7/2017	7/31/2021	 	N	33000		 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	"EMPORIA, VA-34      "	95	E13	TCO     	33000			 	 	 	 
P	MQ	HOPEWELL CO-GEN                 	95	831095	TCO     	33000			 	 	 	 
D	"East Kentucky Midstream, L.L.C."	SR 4226151	N       	FTS     	180718	9/16/2016	10/31/2018	 	N	1000		 
A	Southern Energy L.L.C.	N       		 	 	 	 	 	 	 	 	 
P	M2	Lawrence County Gas Master	95	843003	TCO     	1000			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	1000			 	 	 	 
D	"East Kentucky Midstream, L.L.C."	SR 4226151	N       	FTS     	180719	9/16/2016	2/28/2026	 	N	2000		 
A	Southern Energy L.L.C.	N       		 	 	 	 	 	 	 	 	 
P	M2	Lawrence County Gas Master	95	843003	TCO     	2000			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	2000			 	 	 	 
D	Easton Utilities Commission	121341309	N       	SST     	6797	4/1/2009	3/31/2024	 	Y	850		 
A	NJR Energy Services Company	N       		 	 	 	 	 	 	 	 	 
A	"Talen Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"The Energy Authority, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	850			 	 	 	 
P	MQ	EASTERN SHORE NATRL 	95	88	TCO     	850			 	 	 	 
D	Easton Utilities Commission	121341309	N       	FSS     	6799	4/1/2009	3/31/2024	 	Y		102561	 
A	NJR Energy Services Company	N       		 	 	 	 	 	 	 	 	 
A	"Talen Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"The Energy Authority, Inc."	N       		 	 	 	 	 	 	 	 	 
D	Easton Utilities Commission	121341309	N       	FSS     	27382	5/1/2011	5/31/2020	 	N		42099	 
A	NJR Energy Services Company	N       		 	 	 	 	 	 	 	 	 
A	"Talen Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"The Energy Authority, Inc."	N       		 	 	 	 	 	 	 	 	 
D	Easton Utilities Commission	121341309	N       	SST     	27385	5/1/2011	3/31/2020	 	N	441		 
A	NJR Energy Services Company	N       		 	 	 	 	 	 	 	 	 
A	"Talen Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"The Energy Authority, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	441			 	 	 	 
P	MQ	EASTERN SHORE NATRL 	95	88	TCO     	441			 	 	 	 
D	Easton Utilities Commission	121341309	N       	FTS     	79610	11/1/2004	3/31/2020	 	N	125		 
A	NJR Energy Services Company	N       		 	 	 	 	 	 	 	 	 
A	"Talen Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"The Energy Authority, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	125			 	 	 	 
P	MQ	EASTERN SHORE NATRL 	95	88	TCO     	125			 	 	 	 
D	"Eclipse Resources Marketing, LP"	79698616	N       	FTS     	180604	10/14/2016	10/13/2031	 	Y	205000		 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
A	Concord Energy LLC	N       		 	 	 	 	 	 	 	 	 
A	ConocoPhillips Company	N       		 	 	 	 	 	 	 	 	 
A	"DTE Energy Trading, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"Emera Energy Services, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	Cornwell	95	843067	TCO     	205000			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	205000			 	 	 	 
D	"Eco-Energy, LLC"	829498971	N       	FTS     	180133	11/1/2016	10/31/2018	 	N	1200		 
P	M2	CHK - Boldman	95	CNR02	TCO     	1200			 	 	 	 
P	MQ	COL GAS OH OP 07-5  	95	23-5	TCO     	1200			 	 	 	 
D	"Electric Plant Board of The City of Vanceburg, Kentucky"	81853533	N       	GTS     	37946	11/1/1993	10/31/1994	365	N	1230	40467	 
A	"Atmos Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Centerpoint 2	N       		 	 	 	 	 	 	 	 	 
A	"CenterPoint Energy Services, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	410			 	 	 	 
P	MQ	VANCEBURG ELEC LIGHT	95	74	TCO     	1230			 	 	 	 
D	"EnerVest Energy Institutional Fund XIV-A, L.P."	SR 4225900	N       	FTS     	173742	3/1/2016	10/31/2020	 	N	500		 
A	EnerVest Energy Institutional Fund XII LP	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK - Briar Mtn	95	CNR13	TCO     	500			 	 	 	 
P	MQ	COL GAS OH OP 07-8  	95	23-8	TCO     	500			 	 	 	 
D	"EnerVest Energy Institutional Fund XIV-A, L.P."	SR 4225900	N       	FTS     	173816	3/1/2016	10/31/2020	 	N	2600		 
A	EnerVest Energy Institutional Fund XII LP	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK -Thacker/Pounding Mill 	95	CNR12	TCO     	2600			 	 	 	 
P	MQ	COL GAS OH OP 05-7  	95	23N-7	TCO     	2600			 	 	 	 
D	"EnerVest Energy Institutional Fund XIV-A, L.P."	SR 4225900	N       	FTS     	173817	3/1/2016	10/31/2020	 	N	2800		 
A	EnerVest Energy Institutional Fund XII LP	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK -Thacker/Pounding Mill 	95	CNR12	TCO     	1600			 	 	 	 
P	M2	SONAT-PENN VIRGINIA             	95	833264	TCO     	1200			 	 	 	 
P	MQ	COL GAS OH OP 05-2  	95	23N-2	TCO     	2800			 	 	 	 
D	"EnerVest Energy Institutional Fund XIV-A, L.P."	SR 4225900	N       	FTS     	173819	3/1/2016	10/31/2020	 	N	300		 
A	EnerVest Energy Institutional Fund XII LP	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK - Stafford	95	CNR11	TCO     	300			 	 	 	 
P	MQ	COL GAS OH OP 07-8  	95	23-8	TCO     	300			 	 	 	 
D	"EQT Energy, LLC"	35858708	N       	FTS     	10242	8/1/2009	3/31/2020	 	Y	1900		 
A	EQT Production Company	N       		 	 	 	 	 	 	 	 	 
A	"Equitrans, L.P."	N       		 	 	 	 	 	 	 	 	 
A	Rice Energy Marketing LLC	N       		 	 	 	 	 	 	 	 	 
P	M2	EAST MKTG                       	95	829670	TCO     	748			 	 	 	 
P	M2	Jackson Gas	95	842468	TCO     	1152			 	 	 	 
P	MQ	Constellation Big Sandy         	95	836799	TCO     	1900			 	 	 	 
