H	Northern Natural Gas Company	C000060	4/2/2018	O	4/1/2018	B	B	Laura Demman (402) 398-7278				
P	MQ	FOSTORIA IA #1	95	3774	Market	29	0					
P	MQ	GOWRIE IA #1	95	3776	Market	188	0					
P	MQ	GRAND JUNCTION IA #1	95	3777	Market	178	0					
P	MQ	GREENE IA #1	95	3779	Market	216	0					
P	MQ	GRUNDY CENTER IA #1	95	3781	Market	488	0					
P	MQ	GUTTENBURG IA #1	95	3782	Market	124	0					
P	MQ	HARCOURT IA #1	95	3784	Market	58	0					
P	MQ	HAWKEYE IA #1	95	3785	Market	24	0					
P	MQ	IONIA IA #1	95	3786	Market	57	0					
P	MQ	JOICE IA #1	95	3787	Market	28	0					
P	MQ	KELLOGG IA #1	95	3788	Market	71	0					
P	MQ	KLEMME IA #1	95	3789	Market	112	0					
P	MQ	LAKE MILLS IA #1	95	3790	Market	234	0					
P	MQ	LAMONT IA #1	95	3791	Market	25	0					
P	MQ	LANGWORTHY IA #1	95	3792	Market	2	0					
P	MQ	LAPORTE CITY IA #1	95	3793	Market	108	0					
P	MQ	LEHIGH IA #1	95	3794	Market	88	0					
P	MQ	MADRID IA #1	95	3795	Market	105	0					
P	MQ	MANCHESTER IA #1	95	3796	Market	273	0					
P	MQ	MARBLE ROCK IA #1	95	3797	Market	70	0					
P	MQ	MILES IA #1	95	3799	Market	15	0					
P	MQ	MITCHELL IA #1	95	3800	Market	31	0					
P	MQ	MONONA IA #1	95	3801	Market	70	0					
P	MQ	MONTICELLO IA #1	95	3802	Market	159	0					
P	MQ	OGDEN IA #1	95	3804	Market	381	0					
P	MQ	OGDEN IA #1A	95	3805	Market	30	0					
P	MQ	OSSIAN IA #1	95	3807	Market	37	0					
P	MQ	PAULLINA IA #1	95	3808	Market	171	0					
P	MQ	PILOT MOUND IA #1	95	3809	Market	39	0					
P	MQ	PRIMGHAR IA #1	95	3811	Market	151	0					
P	MQ	RALSTON IA #1	95	3812	Market	20	0					
P	MQ	READLYN IA #1	95	3813	Market	38	0					
P	MQ	RIDGEWAY IA #1	95	3814	Market	12	0					
P	MQ	RIPPEY IA #1	95	3815	Market	59	0					
P	MQ	ROCKFORD IA #1	95	3816	Market	191	0					
P	MQ	ROYAL IA #1	95	3817	Market	71	0					
P	MQ	ST ANSGAR IA #1	95	3818	Market	220	0					
P	MQ	SCRANTON IA #1	95	3819	Market	126	0					
P	MQ	STRAWBERRY PT. IA #1	95	3822	Market	61	0					
P	MQ	SUMNER IA #1	95	3823	Market	100	0					
P	MQ	SUPERIOR IA #1	95	3824	Market	20	0					
P	MQ	TERRILL IA #1	95	3825	Market	55	0					
P	MQ	TRIPOLI IA #1	95	3826	Market	61	0					
P	MQ	VINCENT IA #1	95	3827	Market	36	0					
P	MQ	WALLINGFORD IA #1	95	3828	Market	28	0					
P	MQ	WEST UNION IA #1	95	3829	Market	125	0					
P	MQ	WOODWARD IA #1	95	3830	Market	211	0					
P	MQ	WORTHINGTON IA #1	95	3831	Market	17	0					
P	MQ	ASHLAND NE #1	95	3908	Market	296	0					
P	MQ	ASHLAND NE #3	95	3909	Market	14	0					
P	MQ	BANCROFT NE #1	95	3910	Market	71	0					
P	MQ	BLUE SPRINGS NE #1	95	3911	Market	76	0					
P	MQ	EAGLE NE #1	95	3912	Market	147	0					
P	MQ	ELMWOOD NE #1	95	3915	Market	118	0					
P	MQ	EMERSON NE #1	95	3916	Market	104	0					
P	MQ	ENDICOTT NE #1	95	3917	Market	33	0					
P	MQ	FONTANELLE NE #1	95	3918	Market	2	0					
P	MQ	FORT CROOK NE #1C	95	3920	Market	1	0					
P	MQ	HUMBOLDT NE #1	95	3922	Market	194	0					
P	MQ	JACKSON NE #1	95	3923	Market	21	0					
P	MQ	JOHNSON NE #1	95	3924	Market	70	0					
P	MQ	LOUISVILLE NE #1	95	3925	Market	170	0					
P	MQ	MANLEY NE #1	95	3926	Market	32	0					
P	MQ	MURDOCK NE #1	95	3927	Market	52	0					
P	MQ	NORTH BEND NE #1A	95	3929	Market	64	0					
P	MQ	ODELL NE #1	95	3930	Market	65	0					
P	MQ	PALMYRA NE #1	95	3931	Market	100	0					
P	MQ	PAWNEE CITY NE #1	95	3933	Market	197	0					
P	MQ	PERU NE #1	95	3934	Market	116	0					
P	MQ	RALSTON NE #1	95	3935	Market	468	0					
P	MQ	RALSTON NE #1A	95	3936	Market	320	0					
P	MQ	STERLING NE #1	95	3937	Market	99	0					
P	MQ	TABLE ROCK NE #1	95	3938	Market	60	0					
P	MQ	TECUMSEH NE #1	95	3941	Market	218	0					
P	MQ	UEHLING NE #1	95	3942	Market	38	0					
P	MQ	VALLEY NE #1	95	3943	Market	243	0					
P	MQ	VALLEY NE #1A	95	3944	Market	1	0					
P	MQ	WATERLOO NE #1	95	3945	Market	97	0					
P	MQ	WEEPING WATER NE #2	95	3946	Market	1	0					
P	MQ	WYMORE NE #1	95	3947	Market	63	0					
P	MQ	FORT CROOK NE #7	95	12943	Market	1	0					
P	MQ	KLEMME IA #3	95	12949	Market	1	0					
P	MQ	SPENCER IA #2	95	12955	Market	1	0					
P	MQ	WOODWARD IA #2	95	15749	Market	53	0					
P	MQ	DAVID CITY #2 DC ALFAFA CO.	95	22920	Market	5	0					
P	MQ	BANCROFT NE #2	95	25069	Market	1	0					
P	MQ	PAPILLION NE #1B	95	25072	Market	1737	0					
P	MQ	DUBUQUE IA #2	95	25075	Market	1	0					
P	MQ	LOUISVILLE NE 2	95	26020	Market	1	0					
P	MQ	HOMER NE #1	95	35958	Market	65	0					
P	MQ	ROSALIE NE #1	95	35959	Market	27	0					
P	MQ	THURSTON NE #1	95	35960	Market	24	0					
P	MQ	WALTHILL NE #1	95	35961	Market	102	0					
P	MQ	WINNEBAGO NE #1	95	35962	Market	34	0					
P	MQ	"HARLAN (WILSON HYBRIDS,INC.)"	95	36394	Market	1	0					
P	MQ	BENNET NE #1	95	49521	Market	81	0					
P	MQ	LA MOTTE/ZWINGLE IA #1	95	52642	Market	15	0					
P	MQ	BAXTER IA #1	95	52645	Market	147	0					
P	MQ	GARDEN CITY IA #1	95	52646	Market	18	0					
P	MQ	WOODLAND HILLS NE #1	95	52788	Market	16	0					
P	MQ	HIGHLAND ESTATES NE #1	95	55209	Market	4	0					
P	MQ	WAVERLY NE (NATIONAL CRANE) TBS #1	95	55464	Market	1	0					
P	MQ	LAKEVIEW WALL LAKE IA	95	55884	Market	85	0					
P	MQ	LEWIS IA #1	95	55886	Market	67	0					
P	MQ	SPRINGVILLE IA	95	55887	Market	46	0					
P	MQ	LAWLER IA #1	95	55889	Market	42	0					
P	MQ	STANHOPE IA	95	55894	Market	70	0					
P	MQ	HAWAIIAN VILLAGE NE	95	56098	Market	52	0					
P	MQ	GARNAVILLO IA #1	95	56192	Market	17	0					
P	MQ	FONDA IA #1	95	56209	Market	56	0					
P	MQ	FORT CROOK NE #8	95	56934	Market	1	0					
P	MQ	COPPER DOLLAR COVE NE #1	95	57557	Market	11	0					
P	MQ	LA PORTE CITY #1A(EAGLE CENTER)	95	57558	Market	5	0					
P	MQ	"SIDNEY,TABOR,HAM IA #1"	95	57740	Market	2	0					
P	MQ	GRUNDY CENTER IA #4 LYNKS HYBRID	95	59388	Market	1	0					
P	MQ	EPWORTH TBS #1A (PEOPSTA IDSTR PARK)	95	59397	Market	27	0					
P	MQ	PIN OAKS IA #1	95	59978	Market	1	0					
P	MQ	BUCCANEER NE #1	95	62072	Market	40	0					
P	MQ	CEDAR FALLS IA # 3	95	78436	Market	1	0					
P	MQ	GRIMES IA	95	78635	Market	383	0					
P	MQ	GRETNA NE #2	95	78873	Market	1013	0					
P	MQ	LINCOLN #1D	95	78973	Market	295	0					
P	MQ	DUBUQUE IA #4	95	79020	Market	2326	0					
P	MQ	DUBUQUE IA #5	95	79267	Market	1	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TF_M_4_10	110292	2/1/2018	10/31/2023		N	60389	0	k6/k7
P	M2	OGDEN DEF. DELIVERY	95	98	Market	129	0					
P	M2	NBPL/NNG VENTURA	95	192	Market	17410	0					
P	M2	VIKING CHISAGO/ISANTI	95	196	Market	2000	0					
P	M2	TBPL/NNG BEATRICE	95	1318	Market	11916	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	4269	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	24665	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_11_3	111169	4/1/2018	3/31/2023		N	19000	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	12000	0					
P	M2	GUARDIAN/NNG WALWORTH ITE	95	78348	Market	7000	0					
P	MQ	ZONE D-BLACK HILLS	95	3044	Market	7000	0	yi1				
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	12000	0	yi1				
P	MQ	COUNCIL BLUFFS IA #1	95	2805	Market	12000	0					
P	MQ	DUBUQUE IA #4	95	79020	Market	7000	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_F_1_12	113223	11/1/2012	10/31/2023		N	33313	0	k6/k7
P	M2	CIG GARDEN CITY INTERCONNECT	95	22966	Field	17727	0					
P	M2	CHEYENNE PLAINS	95	78441	Field	15586	0					
P	MQ	ARGUS ZONE-BLACK HILLS	95	55935	Field	33313	0	yi1				
P	MQ	GARDEN CITY KS #1C (JENNY BARKER)	95	2825	Field	11556	0					
P	MQ	MEADE KS #1	95	2826	Field	1046	0					
P	MQ	COPELAND KS #1	95	3213	Field	463	0					
P	MQ	FOWLER KS	95	3215	Field	235	0					
P	MQ	JETMORE KS #1	95	3220	Field	508	0					
P	MQ	JETMORE #2-(508)HTI MILTONVALE	95	3221	Field	40	0					
P	MQ	JETMORE #3-(508)HTI BEVERLY	95	3222	Field	165	0					
P	MQ	PLAINS KS	95	3225	Field	637	0					
P	MQ	FAIRBURY KS #4	95	25087	Field	680	0					
P	MQ	DODGE CITY KS #1	95	52674	Field	16002	0					
P	MQ	HANSTON KS	95	55882	Field	36	0					
P	MQ	BURDETT KS	95	57559	Field	80	0					
P	MQ	ZONE O FARMTAPS BLACK HILLS	95	59142	Field	1864	0					
P	MQ	BARTON CO. CATTLE FEEDERS	95	62554	Field	1	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	FDD	115755	6/1/2023	5/31/2028		N	0	685000	k6/k7
P	IJ	OGDEN DEF. DELIVERY	95	98		0	7483					
P	WR	OGDEN DEF. DELIVERY	95	98		0	11794					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	FDD	118603	6/1/2014	5/31/2018		N	0	6509208	k6/k7
P	IJ	OGDEN DEF. DELIVERY	95	98		0	71628					
P	IJ	DEMARC DEF. - DELIVERY	95	62389		0	1					
P	IJ	MID 13 STORAGE POOLING POINT	95	71330		0	1					
P	IJ	MID 15 STORAGE POOLING POINT	95	71332		0	1					
P	IJ	CIG GARDEN CITY DEF. DELIVERY	95	78903		0	1					
P	WR	OGDEN DEF. DELIVERY	95	98		0	112895					
P	WR	DEMARC DEF. - DELIVERY	95	62389		0	1					
P	WR	MID 13 STORAGE POOLING POINT	95	71330		0	1					
P	WR	MID 15 STORAGE POOLING POINT	95	71332		0	1					
P	WR	CIG GARDEN CITY DEF. DELIVERY	95	78903		0	1					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	FDD	118603	6/1/2018	5/31/2023		N	0	6509208	k6/k7
P	IJ	OGDEN DEF. DELIVERY	95	98		0	71628					
P	IJ	DEMARC DEF. - DELIVERY	95	62389		0	1					
P	IJ	MID 13 STORAGE POOLING POINT	95	71330		0	1					
P	IJ	MID 15 STORAGE POOLING POINT	95	71332		0	1					
P	IJ	CIG GARDEN CITY DEF. DELIVERY	95	78903		0	1					
P	WR	OGDEN DEF. DELIVERY	95	98		0	112895					
P	WR	DEMARC DEF. - DELIVERY	95	62389		0	1					
P	WR	MID 13 STORAGE POOLING POINT	95	71330		0	1					
P	WR	MID 15 STORAGE POOLING POINT	95	71332		0	1					
P	WR	CIG GARDEN CITY DEF. DELIVERY	95	78903		0	1					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_11_3	119517	11/1/2009	3/31/2023		N	6591	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	6591	0					
P	MQ	ZONE D-BLACK HILLS	95	3044	Market	6591	0	yi1				
P	MQ	MAQUOKETA IA #1	95	2819	Market	1000	0					
P	MQ	MAQUOKETA IA #2A	95	78136	Market	850	0					
P	MQ	DUBUQUE IA #4	95	79020	Market	4741	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_11_3	132563	11/1/2017	10/31/2024		N	500	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	500	0					
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	500	0	yi1				
P	MQ	GREENE IA #1	95	3779	Market	71	0					
P	MQ	KLEMME IA #1	95	3789	Market	100	0					
P	MQ	MARBLE ROCK IA #1	95	3797	Market	231	0					
P	MQ	ST ANSGAR IA #1	95	3818	Market	98	0					
D	"BLACK HILLS UTILITY HOLDINGS, INC."	809024784	N	TFX_M_4_10	132563	11/1/2017	10/31/2024		N	500	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	500	0					
P	MQ	ZONE ABC-BLACK HILLS	95	60228	Market	500	0	yi1				
P	MQ	GREENE IA #1	95	3779	Market	71	0					
P	MQ	KLEMME IA #1	95	3789	Market	100	0					
P	MQ	MARBLE ROCK IA #1	95	3797	Market	231	0					
P	MQ	ST ANSGAR IA #1	95	3818	Market	98	0					
D	BOARD OF LIGHT AND POWER OF THE CITY OF	12212933	N	TFX_M_1_12	130364	4/1/2017	3/31/2021		N	2000	0	k6/k7
A	"CENTERPOINT ENERGY SERVICES, INC. (MN)"	N										
P	M2	GRLKS/NNG CARLTON	95	388	Market	2000	0					
P	MQ	MARQUETTE ENERGY CENTER	95	79285	Market	2000	0					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	FDD	102831	6/1/2013	5/31/2018		N	0	836483	k6/k7
P	IJ	DEMARC DEF. - DELIVERY	95	62389		0	9204					
P	IJ	VENTURA DEF. DELIVERY	95	71460		0	1					
P	WR	DEMARC DEF. - DELIVERY	95	62389		0	14507					
P	WR	VENTURA DEF. DELIVERY	95	71460		0	1					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	FDD	102831	6/1/2018	5/31/2023		N	0	836483	k6/k7
P	IJ	DEMARC DEF. - DELIVERY	95	62389		0	9204					
P	IJ	VENTURA DEF. DELIVERY	95	71460		0	1					
P	WR	DEMARC DEF. - DELIVERY	95	62389		0	14507					
P	WR	VENTURA DEF. DELIVERY	95	71460		0	1					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	TFX_F_1_12	132916	4/1/2018	4/30/2018		N	20000	0	k6/o4
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	20000	0	O4				
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	TFX_F_1_12	132916	5/1/2018	3/31/2019		N	20000	0	k6/k7
P	M2	ETC SUNRAY PLANT	95	58676	Field	20000	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	20000	0					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	TFX_F_4_4	132916	4/1/2018	4/30/2018		N	20000	0	k6/k7
P	M2	ETC SPEARMAN RESIDUE	95	78924	Field	20000	0					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	TFX_F_1_12	133284	2/2/2018	3/31/2019		N	20000	0	k6/k7
P	M2	EL PASO/NNG DUMAS	95	186	Field	20000	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	20000	0					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	TFX_F_4_4	133527	4/1/2018	4/30/2018		N	5926	0	k6/k7
P	M2	TW/NNG GRAY ITE	95	60667	Field	5926	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	5926	0					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	TFX_F_5_5	133527	5/1/2018	5/31/2018		N	42226	0	k6/k7
P	M2	TW/NNG GRAY ITE	95	60667	Field	42226	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	42226	0					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	TFX_F_6_8	133527	6/1/2018	8/31/2018		N	54026	0	k6/k7
P	M2	TW/NNG GRAY ITE	95	60667	Field	54026	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	54026	0					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	TFX_F_9_10	133527	9/1/2018	10/31/2018		N	32976	0	k6/k7
P	M2	TW/NNG GRAY ITE	95	60667	Field	32976	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	32976	0					
D	BP CANADA ENERGY MARKETING CORP.	248799413	N	TFX_F_11_3	133528	11/1/2018	3/31/2019		N	25000	0	k6/k7
P	M2	TW/NNG GRAY ITE	95	60667	Field	25000	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	25000	0					
D	"BUNGE NORTH AMERICA, INC."	6981435	N	TF_M_1_12	117937	11/1/2012	10/31/2020		N	1500	0	k6/k7
A	CONSTELLATION NEWENERGY GAS DIV. LLC	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	1500	0					
P	MQ	BUNGE SOYBEAN PLANT	95	71359	Market	1500	0					
D	"BUSHMILLS ETHANOL, INC."	152955394	N	TFX_M_1_12	117306	4/1/2008	10/31/2020		N	4500	0	k6/k7
A	"CAPSTONE ENERGY SERVICES,  LLC"	N										
P	M2	NBPL/NNG MARSHALL	95	204	Market	4500	0					
P	MQ	BUSHMILLS ETHANOL	95	78622	Market	4500	0					
D	CARDINAL IG	6249015	N	TFX_M_1_12	101303	4/1/2006	10/31/2020		N	1500	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	1500	0					
P	MQ	ZONE D-WISCONSIN P&L	95	3124	Market	3500	0	yi1				
P	MQ	PORTAGE WI #1B	95	62857	Market	3500	0					
D	CARDINAL IG	6249015	N	TFX_M_11_3	101303	4/1/2006	10/31/2020		N	2000	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1692	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	308	0					
D	CARDINAL IG	6249015	N	TFX_M_4_10	101303	4/1/2006	10/31/2020		N	2000	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	2000	0					
D	CARDINAL IG	6249015	N	TFX_M_1_12	104204	5/1/1998	4/30/2023		N	350	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	350	0					
P	MQ	PORTAGE WI #1B	95	62857	Market	350	0					
D	CARDINAL IG	6249015	N	TF_M_1_12	129088	6/1/2015	5/31/2022		N	140	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	140	0					
P	MQ	ZONE D-WISCONSIN P&L	95	3124	Market	140	0	yi1				
P	MQ	PORTAGE WI #1B	95	62857	Market	140	0					
D	CARDINAL IG	6249015	N	TF_M_11_3	129088	6/1/2015	5/31/2022		N	60	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	60	0					
P	MQ	ZONE D-WISCONSIN P&L	95	3124	Market	60	0	yi1				
P	MQ	PORTAGE WI #1B	95	62857	Market	60	0					
D	"CARGILL, INCORPORATED"	6249189	N	TF_M_1_12	23777	4/1/2007	10/31/2023		N	20000	0	k6/o4
A	"ENCORE ENERGY SERVICES, INC."	N										
P	MQ	CARGILL TBS #1	95	62006	Market	20000	0	O4				
D	"CARGILL, INCORPORATED"	6249189	N	TF_M_11_3	23777	4/1/2007	10/31/2023		N	20000	0	k6/k7
A	"ENCORE ENERGY SERVICES, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	10505	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	995	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	8500	0					
D	"CARGILL, INCORPORATED"	6249189	N	TF_M_4_10	23777	4/1/2007	10/31/2023		N	20000	0	k6/k7
A	"ENCORE ENERGY SERVICES, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	20000	0					
D	"CARGILL, INCORPORATED"	6249189	N	TFX_M_1_12	112286	11/1/2006	10/31/2018		N	3000	0	k6/k7
A	"ENCORE ENERGY SERVICES, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	3000	0					
P	MQ	IOWA FALLS IA #1	95	2876	Market	3000	0					
D	"CARGILL, INCORPORATED"	6249189	N	TFX_M_1_12	112658	11/1/2012	10/31/2023		N	10494	0	k6/k7
A	"ENCORE ENERGY SERVICES, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	10494	0					
P	MQ	CARGILL TBS #1	95	62006	Market	10494	0					
D	"CARGILL, INCORPORATED"	6249189	N	TFX_M_1_12	112658	11/1/2023	10/31/2027		N	494	0	k6/k7
A	"ENCORE ENERGY SERVICES, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	494	0					
P	MQ	CARGILL TBS #1	95	62006	Market	494	0					
D	"CARGILL, INCORPORATED"	6249189	N	TFX_M_1_12	119985	7/1/2009	10/31/2020		N	3000	0	k6/k7
A	"ENCORE ENERGY SERVICES, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	3000	0					
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	3000	0	yi1				
P	MQ	SIOUX CITY IA #1A	95	518	Market	3000	0					
D	"CARGILL, INCORPORATED"	6249189	N	TFX_M_1_12	124467	8/1/2013	7/31/2023		Y	15000	0	k6/k7
A	"ENCORE ENERGY SERVICES, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	15000	0					
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	15000	0	yi1				
P	MQ	FORT DODGE WEST	95	79112	Market	15000	0					
D	CASCADE MUNICIPAL UTILITIES	80308539	N	TF_M_1_12	21576	11/1/1993	10/31/2023		N	280	0	k6/k7
A	CLAYTON ENERGY CORPORATION	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	280	0					
P	MQ	ZONE D-CASCADE	95	3049	Market	280	0	yi1				
P	MQ	CASCADE IA #1	95	4151	Market	280	0					
D	CASCADE MUNICIPAL UTILITIES	80308539	N	TF_M_11_3	21576	11/1/1993	10/31/2023		N	120	0	k6/k7
A	CLAYTON ENERGY CORPORATION	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	120	0					
P	MQ	ZONE D-CASCADE	95	3049	Market	120	0	yi1				
P	MQ	CASCADE IA #1	95	4151	Market	120	0					
D	CASCADE MUNICIPAL UTILITIES	80308539	N	GS-T_F_1_12	22732	11/1/1993	10/31/2019		N	242	0	k6/k7
A	CLAYTON ENERGY CORPORATION	N										
P	M2	CIG/NNG DUMAS	95	360	Field	242	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	242	0					
D	CASCADE MUNICIPAL UTILITIES	80308539	N	GS-T_M_1_12	22732	11/1/1993	10/31/2019		N	650	0	k6/k7
A	CLAYTON ENERGY CORPORATION	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	408	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	242	0					
P	MQ	ZONE D-CASCADE	95	3049	Market	650	0	yi1				
P	MQ	CASCADE IA #1	95	4151	Market	650	0					
D	CASCADE MUNICIPAL UTILITIES	80308539	N	TFX_M_11_3	132456	11/1/2017	3/31/2037		N	100	0	k6/k7
A	CLAYTON ENERGY CORPORATION	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	100	0					
P	MQ	ZONE D-CASCADE	95	3049	Market	100	0	yi1				
P	MQ	CASCADE IA #1	95	4151	Market	100	0					
D	CEDAR FALLS UTILITIES	69627438	N	TFX_M_1_12	109539	4/1/2018	10/31/2018		N	1500	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1500	0					
P	MQ	ZONE ABC-CEDAR FALLS	95	3056	Market	3000	0	yi1				
P	MQ	CEDAR FALLS IA #2	95	4150	Market	3000	0					
D	CEDAR FALLS UTILITIES	69627438	N	TFX_M_1_12	109539	11/1/2018	3/31/2019		N	1500	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1500	0					
P	MQ	ZONE ABC-CEDAR FALLS	95	3056	Market	3000	0	yi1				
P	MQ	CEDAR FALLS IA #2	95	4150	Market	3000	0					
D	CEDAR FALLS UTILITIES	69627438	N	TFX_M_1_12	109539	4/1/2019	10/31/2019		N	1500	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1500	0					
P	MQ	ZONE ABC-CEDAR FALLS	95	3056	Market	3000	0	yi1				
P	MQ	CEDAR FALLS IA #2	95	4150	Market	3000	0					
D	CEDAR FALLS UTILITIES	69627438	N	TFX_M_1_12	109539	11/1/2019	3/31/2020		N	1500	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1500	0					
P	MQ	ZONE ABC-CEDAR FALLS	95	3056	Market	3000	0	yi1				
P	MQ	CEDAR FALLS IA #2	95	4150	Market	3000	0					
D	CEDAR FALLS UTILITIES	69627438	N	TFX_M_1_12	109539	4/1/2020	10/31/2020		N	1500	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1500	0					
P	MQ	ZONE ABC-CEDAR FALLS	95	3056	Market	3000	0	yi1				
P	MQ	CEDAR FALLS IA #2	95	4150	Market	3000	0					
D	CEDAR FALLS UTILITIES	69627438	N	TFX_M_1_12	109539	11/1/2020	3/31/2021		N	1500	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1500	0					
P	MQ	ZONE ABC-CEDAR FALLS	95	3056	Market	3000	0	yi1				
P	MQ	CEDAR FALLS IA #2	95	4150	Market	3000	0					
D	CEDAR FALLS UTILITIES	69627438	N	TFX_M_1_12	109539	4/1/2021	10/31/2021		N	1500	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1500	0					
P	MQ	ZONE ABC-CEDAR FALLS	95	3056	Market	3000	0	yi1				
P	MQ	CEDAR FALLS IA #2	95	4150	Market	3000	0					
D	CEDAR FALLS UTILITIES	69627438	N	TFX_M_1_12	109539	11/1/2021	3/31/2022		N	1500	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1500	0					
P	MQ	ZONE ABC-CEDAR FALLS	95	3056	Market	3000	0	yi1				
P	MQ	CEDAR FALLS IA #2	95	4150	Market	3000	0					
D	CEDAR FALLS UTILITIES	69627438	N	TFX_M_1_12	109539	4/1/2022	10/31/2022		N	1500	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1500	0					
P	MQ	ZONE ABC-CEDAR FALLS	95	3056	Market	3000	0	yi1				
P	MQ	CEDAR FALLS IA #2	95	4150	Market	3000	0					
