H	ANR PIPELINE COMPANY	C000623	4/2/2018	O	4/1/2018	 T 	 T 	 T 	Kay Dennison832-320-5336			
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	ETS  	117335	11/1/2011	3/31/2026	 	N	10869	0	0
P	M2	MADISON GAS-GRP 1              	95	139253	WI7U	10869	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	10869	0	0				
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	FTS-1	117336	11/1/2013	10/31/2026	 	N	13500	0	0
P	MQ	SOUTH MADISON                  	95	36869	WI7W	13500	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	13500	0	0				
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	FTS-1	117338	4/1/2011	3/31/2026	 	N	13154	0	0
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	13154	0	0				
P	M2	ANR JOLIET HUB                 	95	243097	MI7F	13154	0	0				
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	FSS  	117346	11/1/2011	3/31/2026	 	N	0	1891900	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	1891900	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	10811	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	37838	0				
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	FTS-1	117349	4/1/2014	3/31/2026	 	N	0	0	0
P	MQ	NORTH MADISON                  	95	36868	WI7U	0	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	FTS-1	117354	11/1/2011	10/31/2026	 	N	5000	0	0
P	MQ	NORTH MADISON                  	95	36868	WI7U	5000	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	5000	0	0				
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	NNS  	117356	11/1/2011	3/31/2026	 	N	8197	0	0
P	MQ	MADISON GAS-GRP 1              	95	139253	WI7U	8197	0	0				
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	FSS  	117357	4/1/2011	3/31/2026	 	N	0	3538489	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	3538489	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	20220	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	59024	0				
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	ETS  	117358	11/1/2011	10/31/2026	 	N	11800	0	0
P	MQ	MADISON GAS-GRP 1              	95	139253	WI7U	11800	0	0				
P	M2	ANR JOLIET HUB                 	95	243097	MI7F	11800	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	117570	11/1/2010	3/31/2019	 	N	12	0	0
P	MQ	MONICO                         	95	28776	WI7P	12	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	12	0	0				
D	"DTE ENERGY TRADING, INC.                                                   "	179989231	N	FTS-1	118149	11/1/2011	3/31/2020	 	N	0	0	0
P	MQ	WINCHESTER (WEP SALES)         	95	100052	WI7H	0	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
D	INTERSTATE POWER AND LIGHT COMPANY                                         	6940522	N	ETS  	118249	11/1/2011	3/31/2021	 	N	5000	0	0
P	MQ	IES UTILITIES-GRP 1            	95	139241	MW6K	5000	0	0				
P	M2	FAYETTEVILLE EXPRESS           	95	803184	ME2C	5000	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	118490	5/1/2011	3/31/2019	 	N	106	0	0
P	MQ	MCFARLAND                      	95	28676	WI7W	106	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	106	0	0				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	7947385	N	ETS  	118787	4/1/2012	3/31/2020	 	N	2903	0	0
A	WISCONSIN GAS LLC                                                          	N										
P	M2	WISC EPC-GRP 1                 	95	139256	WI7G	2903	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	2903	0	0				
D	WISCONSIN GAS LLC                                                          	7947047	N	ETS  	118794	4/1/2012	3/31/2020	 	N	3779	0	0
A	WISCONSIN ELECTRIC POWER COMPANY                                           	N										
P	M2	WISC GAS-GRP 1                 	95	139255	WI7N	3779	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	3779	0	0				
D	WISCONSIN GAS LLC                                                          	7947047	N	ETS  	118840	11/1/2011	3/31/2020	 	N	0	0	0
A	WISCONSIN ELECTRIC POWER COMPANY                                           	N										
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
P	MQ	GUARDIAN CEDAR DEL             	95	338685	MI7U	0	0	0				
D	THE EAST OHIO GAS COMPANY                                                  	7900475	N	ETS  	119434	11/1/2012	3/31/2021	 	N	0	0	0
P	M2	JOLIET (NGPL                   	95	2610	MI7F	0	0	0				
P	MQ	EAST OHIO-GRP 1                	95	139252	MI7B	0	0	0				
D	MICHIGAN PUBLIC POWER AGENCY                                               	69464725	N	FTS-1	119970	11/1/2012	10/31/2032	 	N	1700	0	0
A	"FELLON-MCCORD & ASSOCIATES, LLC                                            "	N										
P	MQ	DEWARD - GREAT LAKES - D       	95	40785	MI7T	1700	0	0				
P	M2	ANR JOLIET HUB                 	95	243097	MI7F	1700	0	0				
D	CENTRA GAS MANITOBA INC.                                                   	200088581	N	FSS  	120553	4/1/2013	3/31/2020	 	N	0	8625135	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	8625135	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	49286	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	89400	0				
D	CENTRA GAS MANITOBA INC.                                                   	200088581	N	FTS-1	120571	4/1/2013	10/31/2019	 	N	50200	0	0
P	M2	CRYSTAL FALLS-FORTUNE LK       	95	11661	WI7O	50200	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	50200	0	0				
D	CENTRA GAS MANITOBA INC.                                                   	200088581	N	FTS-1	120583	4/1/2013	10/31/2019	 	N	7000	0	0
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	7000	0	0				
P	M2	ANR JOLIET HUB                 	95	243097	MI7F	7000	0	0				
D	CENTRA GAS MANITOBA INC.                                                   	200088581	N	FTS-1	120590	11/1/2013	3/31/2020	 	N	0	0	0
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
P	M2	ANR JOLIET HUB                 	95	243097	MI7F	0	0	0				
D	CENTRA GAS MANITOBA INC.                                                   	200088581	N	FTS-1	120592	11/1/2013	3/31/2020	 	N	0	0	0
P	MQ	DEWARD - GREAT LAKES - D       	95	40785	MI7T	0	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	FLORENCE UTILITY COMMISSION                                                	30194286	N	FTS-1	120880	11/1/2012	10/31/2022	 	N	150	0	0
A	"KINECT ENERGY, INC.                                                        "	N										
P	MQ	FLORENCE WI                    	95	150407	WI7O	150	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	150	0	0				
D	CENTRA GAS MANITOBA INC.                                                   	200088581	N	FSS  	121176	4/1/2013	3/31/2020	 	N	0	7013846	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	7013846	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	40079	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	117000	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	121282	11/1/2012	10/31/2019	 	N	340	0	0
P	MQ	COLUMBUS                       	95	28672	WI7V	340	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	340	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	121284	11/1/2012	10/31/2019	 	N	400	0	0
P	MQ	WATERLOO                       	95	28682	WI7V	400	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	400	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	121331	11/1/2012	10/31/2019	 	N	50	0	0
P	MQ	MADISON                        	95	36867	WI7U	50	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	50	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	121481	4/1/2013	10/31/2019	 	N	75	0	0
P	MQ	MARSHFIELD WI                  	95	28875	WI7Q	75	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	75	0	0				
D	OHIO VALLEY GAS CORPORATION                                                	6940274	N	ETS  	121899	11/1/2013	3/31/2019	 	N	0	0	0
A	BP CANADA ENERGY MARKETING CORP.                                           	N										
P	M2	S E HEADSTATION                	95	103565	SE2A	0	0	0				
P	MQ	OHIO VAL-GRP 1                 	95	139236	ME3C	0	0	0				
D	JOHN DEERE HORICON WORKS A DIVISION OF DEERE & COMPANY                     	540610835	N	FTS-1	121932	12/1/2012	10/31/2018	 	N	1600	0	0
A	"SHELL ENERGY NORTH AMERICA (US), L.P.                                      "	N										
P	MQ	FOND DU LAC                    	95	28702	WI7H	1600	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	1600	0	0				
D	"SEMCO ENERGY, INC., DBA SEMCO ENERGY GAS COMPANY                           "	6960553	N	ETS  	122003	4/1/2013	3/31/2019	 	N	18000	0	0
A	BP CANADA ENERGY MARKETING CORP.                                           	N										
P	M2	S W HEADSTATION                	95	103702	SW4A	18000	0	0				
P	MQ	SEM GAS - GRP 1                	95	139249	MI7C	18000	0	0				
D	"SEMCO ENERGY, INC., DBA SEMCO ENERGY GAS COMPANY                           "	6960553	N	ETS  	122005	4/1/2013	3/31/2021	 	N	22345	0	0
A	BP CANADA ENERGY MARKETING CORP.                                           	N										
P	M2	S W HEADSTATION                	95	103702	SW4A	22345	0	0				
P	MQ	SEM GAS - GRP 1                	95	139249	MI7C	22345	0	0				
D	"SEMCO ENERGY, INC., DBA SEMCO ENERGY GAS COMPANY                           "	6960553	N	ETS  	122006	11/1/2013	3/31/2024	 	N	0	0	0
A	BP CANADA ENERGY MARKETING CORP.                                           	N										
P	MQ	SEM GAS - GRP 1                	95	139249	MI7C	0	0	0				
P	M2	HANOVER INT (REC)              	95	153853	MI7K	0	0	0				
D	"DTE ENERGY TRADING, INC.                                                   "	179989231	N	FTS-1	122014	1/1/2013	3/31/2020	 	N	0	0	0
P	MQ	GREEN BAY                      	95	28661	WI7A	0	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
D	DTE GAS COMPANY                                                            	6958540	N	FTS-1	122065	1/1/2014	4/30/2028	 	N	50000	0	0
P	MQ	ALPENA DEL/MICH CON GAS        	95	40832	MI7E	50000	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	50000	0	0				
D	DTE GAS COMPANY                                                            	6958540	N	FTS-1	122067	11/1/2013	3/31/2020	 	N	14000	0	0
P	MQ	WILLOW RUN(TO MICHCON)         	95	42078	MI7A	14000	0	0				
P	M2	S W HEADSTATION                	95	103702	SW4A	14000	0	0				
D	DTE GAS COMPANY                                                            	6958540	N	FTS-1	122247	11/1/2013	3/31/2022	 	N	15000	0	0
P	MQ	WILLOW RUN(TO MICHCON)         	95	42078	MI7A	15000	0	0				
P	M2	S W HEADSTATION                	95	103702	SW4A	15000	0	0				
D	DTE GAS COMPANY                                                            	6958540	N	FTS-1	122248	11/1/2013	3/31/2022	 	N	21000	0	0
P	MQ	MENOMINEE                      	95	11702	WI7N	21000	0	0				
P	M2	MARSHFIELD/VIKING INT          	95	28873	WI7Q	21000	0	0				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	7947385	N	FSS  	122698	4/1/2014	3/31/2019	 	N	0	1758050	0
A	WISCONSIN GAS LLC                                                          	N										
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	1758050	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	10046	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	35161	0				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	7947385	N	FTS-1	122700	4/1/2014	3/31/2019	 	N	10100	0	0
A	WISCONSIN GAS LLC                                                          	N										
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	10100	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	10100	0	0				
D	ATMOS ENERGY CORPORATION                                                   	108203241	N	FTS-1	122803	3/1/2014	3/31/2019	 	N	6000	0	0
A	"ATMOS ENERGY MARKETING, LLC;                                               "	N										
A	"CENTERPOINT ENERGY SERVICES, INC.                                          "	N										
P	M2	S E HEADSTATION                	95	103565	SE2A	6000	0	0				
P	MQ	STANLEY INTERCONNECT           	95	201846	ME3A	6000	0	0				
D	ATMOS ENERGY CORPORATION                                                   	108203241	N	FTS-1	122805	3/1/2014	3/31/2019	 	N	2000	0	0
P	M2	S E HEADSTATION                	95	103565	SE2A	2000	0	0				
P	MQ	BOLIVAR                        	95	1292823	ME2C	2000	0	0				
D	MILWAUKEE METROPOLITAN SEWERAGE DISTRICT                                   	94361409	N	FTS-1	122886	11/1/2013	3/31/2019	 	N	2100	0	0
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC                                "	N										
P	MQ	MILWAUKEE                      	95	28842	WI7D	2100	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	2100	0	0				
D	"CITY OF LINEVILLE, IOWA                                                    "	4896551	N	STS  	123056	4/1/2014	3/31/2020	 	N	226	6200	0
A	UTILITY GAS MANAGEMENT                                                     	N										
P	MQ	LINEVILLE                      	95	4856	MW6D	226	0	0				
P	M2	S W HEADSTATION                	95	103702	SW4A	102	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	124	6200	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	124	6200	0				
D	"CITY OF MORNING SUN, IOWA                                                  "	960083731	N	STS  	123057	4/1/2014	3/31/2022	 	N	629	17300	0
A	CLAYTON ENERGY CORPORATION                                                 	N										
P	MQ	MORNING SUN                    	95	4747	MW6K	629	0	0				
P	M2	S W HEADSTATION                	95	103702	SW4A	283	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	346	17300	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	346	17300	0				
D	"CITY OF GRANT CITY, MISSOURI                                               "	5702907	N	STS  	123059	4/1/2014	3/31/2024	 	N	678	18650	0
A	UTILITY GAS MANAGEMENT                                                     	N										
P	MQ	GRANT CITY                     	95	13215	MW6A	678	0	0				
P	M2	S W HEADSTATION                	95	103702	SW4A	303	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	375	18650	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	375	18650	0				
D	FLORENCE UTILITY COMMISSION                                                	30194286	N	STS  	123061	4/1/2014	3/31/2020	 	N	1300	35750	0
A	"KINECT ENERGY, INC.                                                        "	N										
P	M2	S W HEADSTATION                	95	103702	SW4A	585	0	0				
P	MQ	FLORENCE WI                    	95	150407	WI7O	1300	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	715	35750	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	715	35750	0				
D	"CITY OF UNIONVILLE, MISSOURI                                               "	23551005	N	STS  	123065	4/1/2014	3/31/2020	 	N	1800	49500	0
A	UTILITY GAS MANAGEMENT                                                     	N										
P	MQ	UNIONVILLE                     	95	40195	MW6H	1800	0	0				
P	M2	S W HEADSTATION                	95	103702	SW4A	810	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	990	49500	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	990	49500	0				
D	INDIANA NATURAL GAS CORPORATION                                            	44911683	N	STS  	123081	4/1/2014	3/31/2024	 	N	555	15250	0
A	"CENTERPOINT ENERGY SERVICES, INC.                                          "	N										
P	M2	S E HEADSTATION                	95	103565	SE2A	250	0	0				
P	MQ	INDIANA NL-GRP 1               	95	139238	ME3A	555	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	305	15250	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	305	15250	0				
D	PARIS HENRY COUNTY PUBLIC UTILITY DISTRICT                                 	66115122	N	STS  	123102	4/1/2014	3/31/2019	 	N	8800	242000	0
A	"CENTERPOINT ENERGY SERVICES, INC.                                          "	N										
P	M2	S E HEADSTATION                	95	103565	SE2A	3960	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	4840	242000	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	4840	242000	0				
P	MQ	PARIS HENRY GRP 1              	95	221444	ME2C	8800	0	0				
D	"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.                    "	504804202	N	STS  	123146	4/1/2014	3/31/2019	 	N	651	17900	0
P	MQ	ALTA VISTA/CITY OF AV          	95	5227	MW5B	651	0	0				
P	M2	S W HEADSTATION                	95	103702	SW4A	293	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	358	17900	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	358	17900	0				
D	THE EMPIRE DISTRICT GAS COMPANY                                            	625371880	N	STS  	123147	4/1/2014	3/31/2024	 	N	9174	252300	0
P	M2	S W HEADSTATION                	95	103702	SW4A	4128	0	0				
P	MQ	ST JOSEPH-GRP 2                	95	139367	MW6A	9174	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	5046	252300	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	5046	252300	0				
D	THE EMPIRE DISTRICT GAS COMPANY                                            	625371880	N	STS  	123148	4/1/2014	3/31/2024	 	N	6164	169500	0
P	M2	S W HEADSTATION                	95	103702	SW4A	2774	0	0				
